id|class|attribute|sentimen|tweet_asli|tweet|clean_tweet|attribute_new
1083|ekonomi|ekonomi|negatif|Bung Bowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah Jokowi, tetapi juga presiden-presiden sebelumnya  https://www.cnnindonesia.com/nasional/20190413223315-32-386119/demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowiÂ â€¦ #PrabowoSalahkanSBY|bowo sebut salah arah ekonomi indonesia salah jokowi presiden presiden| bowo menyebut kesalahan arah ekonomi indonesia salah jokowi presidenpresiden|ekonomi
1084|ekonomi|harga|netral|@SandiUno @Prabowo @MardaniAliSera @FadliZon Bersama pak @prabowo dan bang @sandiuno kami akan turunkan harga listrik dan kebutuhan yg terjangkau tanpa mengeluarkan kartu kartu baru. #PrabowoSandiOKBanget. #02MenangDebat. #2019GantiPresiden. #AaGymPilihPr|bang turun harga listrik butuh jangkau keluar kartu kartu| turunkan harga listrik kebutuhan terjangkau mengeluarkan kartu kartu|ekonomi
1085|ekonomi|ekonomi|negatif|Dan Perut Rakyat, tidak bisa di isi dengan Kartu Semata... Ekonomi itu tidak sekedar Meroket ape lagi TekorðŸ¤£ðŸ˜†|perut rakyat isi kartu ekonomi dar roket tekor| perut rakyat isi kartu ekonomi sekedar meroket tekor|ekonomi
1086|ekonomi|harga|positif|Jokowi harga mati seprti NKRI|jokowi harga mati seprti nkri| jokowi harga mati seprti nkri|lapangan kerja
1089|ekonomi|harga|netral|Wahhh niru capressnya nih, gak menghargai presiden sebelum pak jokowi , jejeran artis lainnnya gak disebut oom ?? Kasihan mereka sudah all out|niru capresnya gak harga presiden jokowi jejer artis lai gak om kasihan out| wahhh niru capressnya menghargai presiden jokowi jejeran artis lainnnya oom kasihan all out|kesejahteraan
1090|ekonomi|ekonomi|netral|Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih Menjadi Presiden  http://bit.ly/2UZNZiDÂ |prabowo sandi ambil gaji peser pilih presiden| prabowosandi ambil gaji sepeser teilih presiden|kesejahteraan
1091|ekonomi|kesejahteraan|netral|1) interest @prabowo adalah pd kesejahteraan rakyat, technologi adalah alat untuk mencapai itu. 2) @jokowi hanya mencoba menonjolkan pengetahuannya ttg makro ekonomi, yg tdk lengkap dan tampal baru saja dia ketahui. 3) Utk @jokowi digitech adalah tujuan|1 interest kesejahteran rakyat technologi alat capai 2 coba tonjol pengetahuanya makro ekonomi lengkap tampal tahu 3 utk digitech tuju| interest kesejahteraan rakyat technologi alat mencapai mencoba menonjolkan pengetahuannya makro ekonomi lengkap tampal ketahui digitech tujuan|ekonomi
1092|ekonomi|pekerjaan|negatif|Coba cek ktp anda, ada tulisan status ekonomi ngga? Kaya atau miskin? Trus status pekerjaan atau pengangguran? Alamat rumah asli atau Kontrakan? Karena itulah kita butuh kartu2 lain sebelum e ktp disempurnakan. Kalian koq gampang ditipu sih? Polos atau bego?|coba cek ktp tulis status ekonomi kaya miskin trus status pekerjan penganguran alamat rumah asli kontra butuh kartu e ktp sempurna gampang tipu polos bego| coba cek ktp tulisan ekonomi kaya miskin trus pekerjaan pengangguran alamat rumah asli kontrakan butuh kartu e ktp disempurnakan gampang ditipu polos bego|lapangan kerja
1093|ekonomi|ekonomi|netral|Persoalan ekonomi Indonesia bukanlah kesalahan Jokowi. 3 kali pernyataan itu ditegaskan oleh #PrabowoSalahkanSBY sudah jelas sekali|ekonomi indonesia salah jokowi 3 kali pernyatan| ekonomi indonesia kesalahan jokowi kali pernyataan|ekonomi
1095|ekonomi|ekonomi|positif|"@sandiuno mantaappppp....!!!!!!! Seharusnya waktu bilang ""TURUNKAN HARGA LISTRIK DAN TIDAK IMPOR SAAT PANEN"" diteriakkan dengan kencang. Akan lebih mantap...!!! Karena faktor itu lah kebanyakan rakyak kecewa dg @jokowi"|mantap bilang turun harga listrik impor sat panen ria kencang mantap faktor banyak rakyak kecewa| mantaappppp bilang turunkan harga listrik impor panen diteriakkan kencang mantap faktor kebanyakan rakyak kecewa|ekonomi
1096|ekonomi|pertumbuhan|negatif|Fakta pertumbuhan kecil ya sangat berefek pada ekonomi dalam negeri lah ..  2014 pertumbuhan ekonomi juga jadi jargon kampanye anda .  Halah halahhhh ...  Semoga lekas ganti pemain deh|fakta tumbuh efek ekonomi negeri 2014 tumbuh ekonomi jargon kampanye halah halah moga lekas ganti main| fakta pertumbuhan berefek ekonomi negeri pertumbuhan ekonomi jargon kampanye halah halahhhh semoga lekas ganti pemain|ekonomi
1097|ekonomi|ekonomi|negatif|Sebelumnya kan ngomong dengan mudahnya Janji  ekonomi bakal tumbuh diatas 7% ,eh sekarang lain lagi omongane, sehat pak jok????|ngomong mudah janji ekonomi tumbuh atas 7 omongane sehat jok| ngomong mudahnya janji ekonomi tumbuh diatas omongane sehat jok|lapangan kerja
1098|ekonomi|ekonomi|negatif|Seandainya Prabowo jadi presiden( amit amit) dan janji-janjinya ternyata gak terwujud dan ekonomi makan merosot pasti nyalahin pemerintah sebelumnya  yaitu Jo.... SBY ðŸ˜‘|anda prabowo presiden amit amit janji janji gak wujud ekonomi makan merosot nyalahin perintah jo sby| seandainya prabowo presiden amit amit janjijanjinya terwujud ekonomi makan merosot nyalahin pemerintah jo sby|lapangan kerja
1099|ekonomi|ekonomi|positif|Sangat jelas skali kwalitas 02 yg cerdas dan berwawasan luas.  Debat tadi malam 02 menang mutlak ðŸ†ðŸ‘ 02 sangat layak memimpin bangsa ini. Gaji mereka relakan untuk fakir miskin dan kaum dhuafa|skali kwalitas 02 cerdas wawas luas debat malam 02 menang mutlak 02 layak pimpin bangsa gaji rela fakir miskin kaum dhuafa| skali kwalitas cerdas berwawasan luas debat malam menang mutlak layak memimpin bangsa gaji relakan fakir miskin kaum dhuafa|ekonomi
1100|ekonomi|pertumbuhan|netral|Jokowi: Pertumbuhan Ekonomi >5% Harus Disyukuri, Jangan KufurÂ Nikmat  https://bhinnekanusantara.id/jokowi-pertumbuhan-ekonomi-5-harus-disyukuri-jangan-kufur-nikmat/Â â€¦ pic.twitter.com/GpsxLj72Vs|jokowi tumbuh ekonomi 5 syukur kufur nikmat| jokowi pertumbuhan ekonomi disyukuri kufur nikmat|lapangan kerja
1101|ekonomi|ekonomi|positif|Sah 01 satu suara 17 April 2019 Jokowi-Amin Harga Mati Untuk NKRI Maju.|sah 01 suara 17 april 2019 jokowi amin harga mati nkri maju| sah suara april jokowiamin harga mati nkri maju|lapangan kerja
1102|ekonomi|ekonomi|positif|Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  #PrabowoSalahkanSBY|capres 02 bilang debat adan ekonomi indonesia sat salah salah pimpin utk mar 02 salah jokowi bos udah bilang salah jokowi| capres bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi|lapangan kerja
1103|ekonomi|ekonomi|negatif|@jokowi jika ekonomi, kesehatan, pendidikan kita baik2 saja. Knp harus ada kartu ini dan itu??? Serius nanya pak.|ekonomi sehat didik knp kartu serius nanya| ekonomi kesehatan pendidikan knp kartu serius nanya|ekonomi
1104|ekonomi|pertumbuhan|negatif|Lu bloon juga ya. Jakarta lebih suram dipimpin Jokowi, pertumbuhan ekonomi Jakarta rendah|blon jakarta suram pimpin jokowi tumbuh ekonomi jakarta rendah| bloon jakarta suram dipimpin jokowi pertumbuhan ekonomi jakarta rendah|ekonomi
1106|ekonomi|ekonomi|negatif|Harga tiket pesawat semakin menggila, pak @jokowi dan pak @BudiKaryaS  tolonglah rakyatmu ini.|harga tiket pesawat kila tolong rakyat| harga tiket pesawat menggila tolonglah rakyatmu|lapangan kerja
1109|ekonomi|harga|positif|Kami rakyat jelata/rakyat dr kalangan bwh,hanya ingin harga sembako bs di kuasai pemerintah,bukan di kuasai mafioso,dan hanya anda yg bs menguasai nya harga,mhn pak trm ksh|rakyat jelata rakyat kalang bwh harga sembako kuasa perintah kuasa mafioso kuasa harga mhn trm ksh| rakyat jelata rakyat kalangan bwh harga sembako kuasai pemerintah kuasai mafioso menguasai harga mhn trm ksh|lapangan kerja
1110|ekonomi|gaji|negatif|Lo dungu, ambil sampel satu game saja yg paling populer di Indonesia seperti COC tadi gak ada pemain COC yg menghasilkan uang dr main game, paling akunnya dijual yg beli anak SMP yg make duit bapaknya yg udah pusing sama bayaran kredit & pajak yg nguras gajinya yg kecil|dungu ambil sampel game populer indonesia coc gak main coc hasil uang main game aku jual beli anak smp make duit bapak udah pusing bayar kredit pajak nguras gaji| dungu ambil sampel game populer indonesia coc pemain coc menghasilkan uang main game akunnya dijual beli anak smp make duit bapaknya pusing bayaran kredit pajak nguras gajinya|ekonomi
1111|ekonomi|pajak|negatif|Masa bayar kan presiden.. Tinggal potong pajak ajakan beres....|bayar presiden tingal potong pajak aja beres| bayar presiden tinggal potong pajak ajakan beres|ekonomi
1112|ekonomi|harga|positif|Terharu baca reply nya betapa dihargai dan diapresiasinya pak jokowi sama orang luar|haru baca reply betapa harga apresiasi jokowi orang| terharu baca reply betapa dihargai diapresiasinya jokowi orang|kesejahteraan
1113|ekonomi|ekonomi|negatif|Jika yg dimaksud Prabowo dgn pembangunan ekonomi salah arah, adalah sistem ekonominya, mudah-mudahan Prabowo tidak menginginkan sistem ekonomi yang tertutup ya. Chavez sebagai sebuah cerita mungkin hebat, tp dia membuat Venezuela menderita|prabowo dgn bangun ekonomi salah arah sistem ekonomi mudah mudah prabowo sistem ekonomi tutup chavez cerita hebat venezuela derita| prabowo pembangunan ekonomi salah arah sistem ekonominya mudahmudahan prabowo sistem ekonomi tertutup chavez cerita hebat venezuela menderita|ekonomi
1114|ekonomi|ekonomi|positif|Semoga Pak @jokowi  , di kabinet baru nya nanti memanggil Bapak untuk bertugas membangun ekonomi kita kembali Pak. Orang benar disayang Tuhan. ðŸ™|moga kabinet memangil tugas bangun ekonomi orang sayang tuhan| semoga kabinet memanggil bertugas membangun ekonomi orang disayang tuhan|ekonomi
1115|ekonomi|pertumbuhan|negatif|Tapi bapak sendiri yang bilang dengan optimisme bapak klo pertumbuhan ekonomi 8% itu bukan hal yg sulit. Nyatanya bapak gagal,ekonomi mentok di 5%. Optimisme itu bukan sekedar jargon pak|bilang optimisme tumbuh ekonomi 8 sulit gagal ekonomi mentok 5 optimisme dar jargon| bilang optimisme pertumbuhan ekonomi sulit gagal ekonomi mentok optimisme sekedar jargon|ekonomi
1117|ekonomi|ekonomi|negatif|"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  HYPERLINK "" https://bit.ly/2DgcEp3Â ""  https://bit.ly/2DgcEp3Â  #PrabowoSalahkanSBY"|om wowo sebut salah arah ekonomi indonesia salah presiden presiden hyperlink| om wowo menyebut kesalahan arah ekonomi indonesia salah presidenpresiden hyperlink|ekonomi
1118|ekonomi|harga|netral|"RT Harian_Jogja ""Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦  pic.twitter.com/D3S7TqJpSp"""|hari jogja kecewa demokrat prabowo harga kontribusi sby| harian jogja kecewa demokrat prabowo hargai kontribusi sby|ekonomi
1119|ekonomi|ekonomi|netral|Sebut Ibu Mia saat Debat Ekonomi Makro, Sandiaga Disemprot Jokowi  https://amp.suara.com/news/2019/04/13/221059/sebut-ibu-mia-saat-debat-ekonomi-makro-sandiaga-disemprot-jokowi?utm_source=facebook&utm_medium=fpÂ â€¦|mia sat debat ekonomi makro sandiaga semprot jokowi| mia debat ekonomi makro sandiaga disemprot jokowi|ekonomi
1120|ekonomi|gaji|netral|Namanya juga jaman modern, gaji ya ditransfer bukan diambil.  Jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji  http://share.babe.news/s/UFbckdNÂ |nama jaman modern gaji transfer ambil pilih prabowo sandi ambil gaji| namanya jaman modern gaji ditransfer diambil teilih prabowosandi ambil gaji|kesejahteraan
1122|ekonomi|ekonomi|positif|Basicnya cuma pengusaha. Hnya mencakup perusahaan kecil. Makanya si uno mana paham ekonomi makro ttg pengelolaan negara. Malah di kasih contoh kesusahan ibu2..ngakak gue dengernya|basicnya usaha cakup usah uno paham ekonomi makro pengelolan negara kasih contoh susah ngakak dengernya| basicnya pengusaha mencakup perusahaan uno paham ekonomi makro pengelolaan negara kasih contoh kesusahan ngakak dengernya|lapangan kerja
1123|ekonomi|ekonomi|positif|17 April Coblos Jokowi-Ma'ruf Untuk mengakhiri hambatan perdagangan, @jokowi mengembalikan tres positif perdagangan antara lain melalui perjanjian kerjasama ekonomi dgn Turki. #JokowiMenangTotalDebat Perdagangan Indonesia meningkat era @jokowi. #01ndonesiaMaju|17 april coblos jokowi ma ruf hambat dagang kembali tres positif dagang janji kerjasama ekonomi dgn turki dagang indonesia tingkat era| april coblos jokowima ruf hambatan perdagangan mengembalikan tres positif perdagangan perjanjian kerjasama ekonomi turki perdagangan indonesia meningkat era|ekonomi
1124|ekonomi|ekonomi|netral|Pemerataan tersebut, kata Jokowi, juga mampu mendorong perekonomian di daerah. Ia memberi contoh adanya barang yang diproduksi oleh masyarakat sekitar.|merat jokowi dorong ekonomi daerah contoh barang produksi masyarakat| pemerataan jokowi mendorong perekonomian daerah contoh barang diproduksi masyarakat|ekonomi
1125|ekonomi|pekerjaan|negatif|Udalah otak Lo udah dibodohi oleh perusahaan game, mrk yg dapat keuntungan besar bukan Indonesia, jadi gamers bkn lah sebuah pekerjaan, game cm sekedar hiburan tak ada penghasilan ekonomis dr game, hanya presiden bodoh yg bilang game bisa menambah pendapatan negara|uda otak udah bodoh usah game mrk untung indonesia gamers bkn pekerjan game dar hibur hasil ekonomis game presiden bodoh bilang game tambah dapat negara| udalah otak dibodohi perusahaan game mrk keuntungan indonesia gamers pekerjaan game sekedar hiburan penghasilan ekonomis game presiden bodoh bilang game menambah pendapatan negara|ekonomi
1126|ekonomi|harga|positif|Pancasila harga mati bravo pak presiden @jokowi  pic.twitter.com/knQYLidaeC|pancasila harga mati bravo presiden| pancasila harga mati bravo presiden|lapangan kerja
1127|ekonomi|harga|netral|Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/URQioNm6tC|kecewa demokrat prabowo harga kontribusi sby| kecewa demokrat prabowo hargai kontribusi sby|kesejahteraan
1128|ekonomi|ekonomi|negatif|Basicnya pengusaha memang blum mampu menangani ekonomi makro. Makanya jabawan dr si uno begitu2 saja. Sampe jokowi kesal|basicnya usaha tangan ekonomi makro jabawan uno sampe jokowi kesal| basicnya pengusaha menangani ekonomi makro jabawan uno sampe jokowi kesal|lapangan kerja
1129|ekonomi|ekonomi|netral|Ekonomi Indonesia merosot!!! Kata Prabowo #bukansalahbapak|ekonomi indonesia merosot prabowo| ekonomi indonesia merosot prabowo|lapangan kerja
1130|ekonomi|ekonomi|netral|Pernyataan Penutup: Jokowi-Ma'ruf Sebut Jangan Kufur Nikmat, Prabowo-Sandi Tak Ambil Gaji  http://dlvr.it/R2n40vÂ |pernyatan tutup jokowi ma ruf kufur nikmat prabowo sandi ambil gaji| pernyataan penutup jokowima ruf kufur nikmat prabowosandi ambil gaji|kesejahteraan
1131|ekonomi|ekonomi|netral|Ekonomi Indonesia sejak dulu sudah amburadul, kata Prabowo. #bukansalahbapak pic.twitter.com/AEyCTJ2QUZ|ekonomi indonesia amburadul prabowo| ekonomi indonesia amburadul prabowo|lapangan kerja
1132|ekonomi|gaji|positif|Semoga gaji guru madrasah bisa tersejahtrakan..semoga prabowo-sandi jadi presiden dan wakil presiden Republik Indonesia ini..aammiin|moga gaji guru madrasah tersejahtrakan moga prabowo sandi presiden wakil presiden republik indonesia amin| semoga gaji guru madrasah tersejahtrakan semoga prabowosandi presiden wakil presiden republik indonesia aammiin|kesejahteraan
1133|ekonomi|harga|positif|akutuh kasihan ngelihat pak jokowi udah berumur, tapi masih ttp trsnyum disaat org2 ngebenci dia:( diluar dia jadi capres, ak ttp ngehargai usaha bapa selama jd presiden. bapa org yg kuat, yg tabah, yg sabar akan hinaan2 rakyatnya sendiri:( kdg suka nangis deh klo ngeliat bapa|akutuh kasihan ngelihat jokowi udah umur trsnyum sat ngebenci luar capres ngehargai usaha presiden kuat tabah sabar hinan rakyat kdg suka nang ngeliat| akutuh kasihan ngelihat jokowi berumur ttp trsnyum disaat ngebenci diluar capres ttp ngehargai usaha presiden kuat tabah sabar hinaan rakyatnya kdg suka nangis ngeliat|ekonomi
1135|ekonomi|ekonomi|negatif|Aku mau bertanya kenapa pak Prabowo gak bisa jawab sendiri tentang pentingnya e-sport bagi perekonomian Indonesia?|prabowo gak e sport ekonomi indonesia| prabowo esport perekonomian indonesia|ekonomi
1136|ekonomi|ekonomi|netral|Yg di bahas ekonomi makro,ekonomi negara sprti bumn, pertambangan, export, import.|bahas ekonomi makro ekonomi negara bumn tambang export import| bahas ekonomi makro ekonomi negara bumn pertambangan export import|ekonomi
1137|ekonomi|ekonomi|positif|Pembagian kesempatan berbicara pak Jokowi & Ma'aruf Amin ini pas. Boleh dibilang, apa yg disampaikan mereka itu adalah hal sdh dikuasai betul. Soal ekonomi mikro dan makro, birokrasi, pemerintahan, budaya, perempuan, perbankan syarih, eko syariah, dll. Tdk asbun. #JokowiAmin|bagi sempat bicara jokowi ma aruf amin pas bilang asai ekonomi mikro makro birokrasi perintah budaya perempuan perban syarih eko syariah asbun| pembagian kesempatan berbicara jokowi ma aruf amin pas dibilang dikuasai ekonomi mikro makro birokrasi pemerintahan budaya perempuan perbankan syarih eko syariah asbun|ekonomi
1138|ekonomi|ekonomi|netral|"Baik berupa kawasan industri kecil baik kawasan ekonomi khusus, kawasan ekonomi khusus pariwisata dan berefek pada barang kerajinan desa dan juga kami ingin terus memperjuangkan kemandirian ekonomi desa,"" papar Jokowi."|kawasan industri kawasan ekonomi khusus kawasan ekonomi khusus pariwisata efek barang rajin desa juang mandiri ekonomi desa papar jokowi| kawasan industri kawasan ekonomi khusus kawasan ekonomi khusus pariwisata berefek barang kerajinan desa memperjuangkan kemandirian ekonomi desa papar jokowi|ekonomi
1142|ekonomi|ekonomi|positif|Makasih ya Allah.. skenario MU begitu Agung. Engkau hadirkan jaman cebong utk tunjukan para pengkhianat & munafik bangsa. kini disaat yg tepat Engkau beri obat nya. Prabowo Sandi ,Pertama kali dlm sejarah Asia Tenggara, Presiden menyedekahkan GAJI nya.   #17April2019PeoplePower pic.twitter.com/yPk54WbPFh|makasih alah skenario agung engkau hadir jaman cebong utk tunjuk khianat munafik bangsa sat engkau obat prabowo sandi kali sejarah asia tengara presiden sedekah gaji| makasih allah skenario agung engkau hadirkan jaman cebong tunjukan pengkhianat munafik bangsa disaat engkau obat prabowo sandi kali sejarah asia tenggara presiden menyedekahkan gaji|kesejahteraan
1143|ekonomi|pertumbuhan|netral|New post: Pengamat Tanggapi Positif Pertumbuhan Ekonomi Era Jokowi, Meski Tak Capai Target  http://www.inibalikpapan.com/pengamat-tanggapi-positif-pertumbuhan-ekonomi-era-jokowi-meski-tak-capai-target/Â â€¦|post amat tangap positif tumbuh ekonomi era jokowi capai target| post pengamat tanggapi positif pertumbuhan ekonomi era jokowi capai target|lapangan kerja
1144|ekonomi|ekonomi|negatif|Prabowo lupa kalau ekonomi Indonesia hancur karena suharto menjajah Indonesia 32 th sehingga dilengser kan oleh rakyat. Dan prabowo adalah menantu suharto saat itu|prabowo lupa ekonomi indonesia hancur suharto jajah indonesia 32 sehinga lengser rakyat prabowo menantu suharto sat| prabowo lupa ekonomi indonesia hancur suharto menjajah indonesia dilengser rakyat prabowo menantu suharto|lapangan kerja
1145|ekonomi|ekonomi|positif|saya setuju sama pak Prabowo bahwa kerusakan ekonomi Indonesia ini karena presiden2 sebelumnya. termasuk SBY. @AgusYudhoyono|tuju prabowo rusa ekonomi indonesia presiden sby| setuju prabowo kerusakan ekonomi indonesia presiden sby|ekonomi
1147|ekonomi|ekonomi|positif|Kata Prabowo, SBY ikut bikin ekonomi Indonesia salah arah. Begitu ya. Paham saya.|prabowo sby bikin ekonomi indonesia salah arah paham| prabowo sby bikin ekonomi indonesia salah arah paham|ekonomi
1148|ekonomi|ekonomi|negatif|Lo dengar perdebatan seorang presiden RI tadi malam gak? Dia menyebut mobile legend, game tsb perlu upgrade level gak? Lo tau tujuan debat? Utk bahas  persoalan bangsa ini, soal ekonomi itu terkait uang, harus ada nilai ekonomis bagi negara bukan utk pembuat aplikasi game|dengar debat presiden ri malam gak sebut mobile legend game upgrade level gak tau tuju debat utk bahas bangsa ekonomi kait uang nilai ekonomis negara utk buat aplikasi game| dengar perdebatan presiden ri malam menyebut mobile legend game upgrade level tau tujuan debat bahas bangsa ekonomi terkait uang nilai ekonomis negara pembuat aplikasi game|lapangan kerja
1150|ekonomi|ekonomi|netral|Prabowo-Sandi Ingin Bumn Jadi Penyangga Ekonomi Rakyat #debatkelima #debatterakhircapres2019  https://gerbang.co.id/prabowo-sandi-ingin-bumn-jadi-penyangga-ekonomi-rakyat/Â â€¦ pic.twitter.com/kF8MCwh47t|prabowo sandi bumn sanga ekonomi rakyat| prabowosandi bumn penyangga ekonomi rakyat|ekonomi
1151|ekonomi|ekonomi|netral|Selama 4,5 th saya dgn Pak JK telah berusaha keras berjuang keras dlm rangka mengembalikan watak asli dari pembangunan di negara kita Indonesia yaitu tdk bertumpu d prtmbuhan ekonomi sjtp bertumpu pemerataan krna prtmbuhan ekonomi, kata Jokowi memaparkan visi-misi pd debat ke-5|4 5 dgn jk usaha keras juang keras rangka kembali watak asli bangun negara indonesia tumpu prtmbuhan ekonomi sjtp tumpu merat prtmbuhan ekonomi jokowi papar visi misi debat 5| jk berusaha keras berjuang keras rangka mengembalikan watak asli pembangunan negara indonesia bertumpu prtmbuhan ekonomi sjtp bertumpu pemerataan prtmbuhan ekonomi jokowi memaparkan visimisi debat|lapangan kerja
1152|ekonomi|pajak|netral|Prabowo ingin kejar penghindar pajak, TKN: Pemimpin harus beri contoh  http://bit.ly/2DbRE2FÂ |prabowo kejar hindar pajak tkn pimpin contoh| prabowo kejar penghindar pajak tkn pemimpin contoh|ekonomi
1154|ekonomi|kesejahteraan|positif|Infrstruktur sukses BESAR, sluruh daerah merasakan keadilan & kesejahteraan, EKONOMI cukup bagus, Keamanan mantep, DANA DESA TOP BGET, para sindikat pencuri ikan tiarap, AMNESTI PAJAK berhasil,Prestasi JOKOWI hrs di lanjutkan, #JokowiLagi #PrabowoSalahkanSBY|infrstruktur sukses sluruh daerah rasa adil kesejahteran ekonomi bagus aman mantep dana desa top bget sindikat curi ikan tiarap amnesti pajak hasil prestasi jokowi lanjut| infrstruktur sukses sluruh daerah merasakan keadilan kesejahteraan ekonomi bagus keamanan mantep dana desa top bget sindikat pencuri ikan tiarap amnesti pajak berhasil prestasi jokowi lanjutkan|ekonomi
1157|ekonomi|ekonomi|netral|Prabowo: Bumn Benteng Terakhir Ekonomi Indonesia  https://gerbang.co.id/prabowo-bumn-benteng-terakhir-ekonomi-indonesia/Â â€¦ pic.twitter.com/YeGA4gNyfD|prabowo bumn benteng ekonomi indonesia| prabowo bumn benteng ekonomi indonesia|ekonomi
1158|ekonomi|ekonomi|positif|Argumen Jokowi sangat make sense drpd yg satu itu setiap debat kata si A di daerah ini si B di daerah itu, ini sangat ketauan yg satu itu tdk paham ekonomi negara. Dan skrg minta rakyat milih dia yg hanya paham ekonomi sebatas perusahaan. Jgn membodoi warga dgn kata2 ibu ini itu.|argumen jokowi make sense drpd debat daerah daerah tau paham ekonomi negara skrg rakyat milih paham ekonomi batas usah membodoi warga dgn| argumen jokowi make sense dd debat a daerah daerah ketauan paham ekonomi negara skrg rakyat milih paham ekonomi sebatas perusahaan membodoi warga|ekonomi
1160|ekonomi|kesejahteraan|negatif|Hal hal yang remeh temeh ditanyakan..rakyat tidak butuh itu..rakyat butuh kesejahteraan.. Kepastian hukum..ekonomi stabil..bukan GAME... Dari pertanyaan sdh bisa menggambarkan kualitas seseorang...sungguh naif dan memalukan.|remeh temeh rakyat butuh rakyat butuh kesejahteran pasti hukum ekonomi stabil game pertanyan ambar kualitas sunguh naif malu| remeh temeh rakyat butuh rakyat butuh kesejahteraan kepastian hukum ekonomi stabil game menggambarkan kualitas sungguh naif memalukan|kesejahteraan
1161|ekonomi|gaji|negatif|"Dr ini aja kita"" dah bisa ambil kesimpulan klo ulama"" jg ustad"" y itu berbayar dn mulut y disogok smua. Cuma @prabowo jg hrus dong byr gaji"" karyawan y,jgn hny krn ingin jd RI 1 suap orang sana sini, smntara bkas karyawan y kelaparan dgn anak istri y. Tul g @Fahrihamzah @fadlizon"|dah ambil simpul ulama ustad bayar mulut sogok smua hrus byr gaji karyawan ri 1 suap orang smntara bkas karyawan lapar dgn anak istri tul| dah ambil kesimpulan ulama ustad berbayar mulut disogok smua hrus byr gaji karyawan ri suap orang smntara bkas karyawan kelaparan anak istri tul|ekonomi
1162|ekonomi|gaji|negatif|JD pejabat itu digaji rakyat, amanah rakyat, JD jgn nakut2in beramai2 teriak nunjukin pangkat Dan kacak pinggang, angkuh betul! Giliran Ada yg ganggu pemilu diem, percuma teriak, kumis tebal Pak....|jabat gaji rakyat amanah rakyat nakutin ama teriak nunjukin pangkat kacak pingang angkuh gilir gangu milu diem teriak kumis tebal| pejabat digaji rakyat amanah rakyat nakutin beramai teriak nunjukin pangkat kacak pinggang angkuh giliran ganggu pemilu diem teriak kumis tebal|kesejahteraan
1163|ekonomi|penghasilan|positif|Lah pak prabowo ama sandi dr awal udah kaya... Berapa sih gaji ama tunjangan nya setahun.... Ga ada apa2nya dibandingkan penghasilan dr usaha2 yg mereka punya....teko klo dituang bakal ngeluarin isi di dalamnya... Klo pikiran lo negatif ya yg keluar juga negatif ky gini|prabowo sandi udah kaya gaji tunjang tahun ga apa banding hasil usaha teko tuang ngeluarin isi dalam pikir negatif negatif gin| prabowo sandi kaya gaji tunjangan setahun apanya dibandingkan penghasilan usaha teko dituang ngeluarin isi dalamnya pikiran negatif negatif gini|lapangan kerja
1165|ekonomi|ekonomi|netral|Skak Mat untuk Prabowo - Sandi  Amburadul Ekonomi Macro - Micro memangnya NKRI dihuni segelintir orang  https://www.facebook.com/KASTAONE/posts/2362981890399549Â â€¦|skak mat prabowo sandi amburadul ekonomi macro micro memang nkri huni gelintir orang| skak mat prabowo sandi amburadul ekonomi macro micro memangnya nkri dihuni segelintir orang|lapangan kerja
1166|ekonomi|ekonomi|netral|Demokrat Minta Prabowo Hargai Kontribusi Presiden SBY  http://bit.ly/2X9aSxxÂ |demokrat prabowo harga kontribusi presiden sby| demokrat prabowo hargai kontribusi presiden sby|kesejahteraan
1169|ekonomi|pertumbuhan|netral|Ekonom CSIS Fajar B Hirawan menjelaskan faktor eksternal lebih menyebabkan mengapa pertumbuhan ekonomi 6,5% dalam jangka waktu 5 tahun ke depan sulit untuk dicapai  #HoaxSandiaga #SandiwaraUno #JokowiMenangTotalDebat #salamsatujempol #prabowo #debatpilpres2019 #prabowosandi2019 pic.twitter.com/jFcs1SUfw1|ekonom csis fajar hirawan faktor eksternal sebab tumbuh ekonomi 6 5 jangka 5 sulit capai| ekonom csis fajar hirawan faktor eksternal menyebabkan pertumbuhan ekonomi jangka sulit dicapai|lapangan kerja
