id|sentimen|attribute_new|clean_tweet
542|netral|lapangan kerja| pasca dilantik presiden joko widodo jokowi membuang agenda utama reformasi ekonomi konektivitas wilayah produktivitas
543|netral|lapangan kerja| capres nasabah usaha mikro pesantren persen wanita program kemandirian ekonomi keluarga
545|positif|lapangan kerja| mahal kelassss masyaallah teilih prabowosandi janji ambil gaji
548|netral|lapangan kerja| prabowo lakukan rangka pengembangan ekonomi digital pengembangan esport mobile legend
551|netral|lapangan kerja| pemerintah jokowi bersemangat berjalannya pembangkit listrik memasok aliran listrik rumah tangga industri ekonomi indonesia
562|negatif|lapangan kerja| otakmu nalar sehat omongmu ngawur emang ketimpangan ekonomi akibat ditimbulkan
567|positif|lapangan kerja| lanjutkan periode suka pmbngunan infrastruktur paham variabel pertumbuhan ekonomi
568|netral|lapangan kerja| tetep dikoalisi prabowo harga
570|netral|lapangan kerja| cek fakta jokowi bangun ekonomi ri indonesiasentris
572|negatif|lapangan kerja| paham ilmu ekonomi variabel pertumbuhan ekonomi mending mingkem
574|negatif|lapangan kerja| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presidenpresiden jokowi ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
576|negatif|lapangan kerja| aduhhhh ekonomi diposting tuan nilai tukar rupiah neraca perdagangan indonesia forum internasional
580|positif|lapangan kerja| semoga president teilih menurunkan harga tiket pesawat
585|positif|lapangan kerja| jokowi periode harga mati
608|negatif|lapangan kerja| janji pertumbuhan ekonomi meroket katamu janji stop import janji stop utang janji lambaikan tangan biar kebanyakan ngeles
613|netral|lapangan kerja| prabowo janji pertumbuhan ekonomi rizal ramli
617|positif|lapangan kerja| pertumbuhan ekonomi diimbangi pemerataan mencegah ketimpangan mewujudkan keadilan rakyat indonesia
622|negatif|lapangan kerja| codot dihargai rb murah harga rb rb dibayar jt kampanyenya prabowo ogah
623|positif|lapangan kerja| dampak second round effect momen asian games efek pengganda perekonomian menyebabkan penciptaan lapangan kerja pertumbuhan ekonomi penambahan pendapatan masyarakat jokowi hebat
627|netral|lapangan kerja| teipilh prabowosandi gajinya fakir miskin
628|netral|lapangan kerja| salah wacana memanfaatkan teknologi esport patut diacungi jempol wadah regulasi angin segar peutaran ekonomi pajak sektor dikawal anak muda kegiatan positif negara mewadahi misi
629|negatif|lapangan kerja| saham dijual aset berkurang menerima gaji hmmmmm korupsi
632|negatif|lapangan kerja| penerimaan pajak bahasa kerennya tax ratio tax ratio sumber penerimaan pajak ditambah sumbernya tarifnya contohnya cukong konglomerat bayar pajak dipaksa bayar bilang kontradiksi ketauan paham
638|negatif|lapangan kerja| pokonya ekonomi meroket hidup mobile legend
639|negatif|lapangan kerja| lihat total program kualitas membahas respon wacana peutaran ekonomi dunia game esport menjadikan ekonomi terangkat kenal mia tegal
650|netral|lapangan kerja| pertumbuhan ekonomi rezim sby jokowi coba diliat trennya sd grafiknya turun dibalikkan jokowi cek inflasi sby vs jokowi
660|netral|lapangan kerja| total dampak asian games berkontribusi langsung produk domestik bruto pdb negara pertumbuhan ekonomi indonesia jokowi hebat indonesia maju
681|netral|lapangan kerja| orang faham ekonomi membantu
685|negatif|lapangan kerja| nyerocos profesor sumitro joyohadikusumo ekonomi benteng orde orde karier militer prabowo beliau menantu harto semacamnya tetangga kamar kaget bilang sumitro keturunan tionghoa nonmuslim
687|negatif|lapangan kerja| harga kalia rela nyuri maling rame instruksikan menghalalka
695|positif|lapangan kerja| jokowi cepat merespon perubahan tuntutan jaman merangkul kalangan hasil kerjanya nyata sentuhan jokowi mengangkat harga bangsa dimata dunia memilih jokowi melawan khilafah preman brjubah menjual agama takuti rakyat
700|netral|lapangan kerja| dibukuny konsep prabowo impor hutang negeri joran meningkat rasio pajak menutup kran kebocoran apbn industrialisasi meningkatkn gaji pns penegak hukum mengurangi korupsi memperkuat kpk dsb
701|negatif|lapangan kerja| prabowo bilang presiden ngapain mbak polos banget pertmbuhan ekonomi meroket hebat
706|negatif|lapangan kerja| m m m hhhhhh gini prestasi sandi membangkitkan ekonomi signifikan solusi prabowo mengentaskan pendidikan orang orang bodoh pemerintahan buruk sistem diubah solusi
710|positif|lapangan kerja| wajar iriana berkat istri pungam soksok beliau fokus memperbaiki ekonomi salah arah beuluh berhasil nyata
719|negatif|lapangan kerja| memahami apapun mengelola negara disekitarnya masukan ekonomi cawapres
724|negatif|lapangan kerja| bilang trans papua mrt karya jokowi heboh indonesia memprotes pernyataan orang bilang pembangunan ekonomi salah arah salah jokowi salah presiden diam indonesia krik krik krik sungguh sakti
729|negatif|lapangan kerja| bicara pajak menaikkan pajak serba pajak pajak bayar sokan naikin pajak sehat prabowo
734|negatif|lapangan kerja| milih jokowi bleh tol pas lebaran lupa lwt tol bayar pembangunan tol pajak rakyat hasil ngutang bayar rakyat emang jokowi bayar mikir cma pengen memperjelas maksud klian menyerang
751|negatif|lapangan kerja| debat jebakannya unicorn jebak prabowo mobile legend please lg seputar ekonomi kerakyatan hobi banget orang main jebak jebakan respect
765|positif|lapangan kerja| bahas harga pisang turun
767|negatif|lapangan kerja| pencabutan subsidi kmana larinya pembangunan infrastruktur hasil ngutang ekonomi ktanya meroket macet dipake korupsi partai pendukung pdip salut subsidi rakyat indonesia setara ekonominya
770|netral|lapangan kerja| meneropong kondisi makro ekonomi indonesia era jokowi
772|negatif|lapangan kerja| milenial paham potensi bisnis dunia digitalisasi ekonomi kreatif era industri nothing pemerintahan jokowi infrastruktur arah
773|negatif|lapangan kerja| ngikutin komunis sistem ekonomi komunis
775|negatif|lapangan kerja| jae pdnya ngajarin prabowosandi ekonomi makro pintar plongaplongonya jaesi jae laut digarami tuman
776|netral|lapangan kerja| pernyataan prabowo demokrat marah warta ekonomi
783|positif|lapangan kerja| sepakat kubu mengalihkan menyerang pribadi kepemimpinan jokowi mngkin lupa infra ekonomi meerrka nikmati hasil kerja jokowi mentrinya indonesia timur masi jokowi
795|netral|lapangan kerja| prabowo nilai ekonomi ri salah arah presiden jokowi
798|negatif|lapangan kerja| tetanggakuh janji prabowo presiden menurunkan harga pangan petani harga hasil panen murah rugi mending milih jokowi tetanggaku lulus smp mikirnya lumayan
811|negatif|lapangan kerja| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presiden indonesia era jokowi
814|positif|lapangan kerja| ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
815|positif|lapangan kerja| jokowi mendorong ekonomi kreatif jangka memperbaiki ekonomi segampang penalaran
816|positif|lapangan kerja| mendorong ekonomi kreatif digital masyarakat booming jokowi ngomong maksud pemikiran sudut pandang kubu sebelah mohon maaf kebuka
819|positif|lapangan kerja| memilih prabowo sandi bersodaqoh gaji prabowo sandi disedekahkan fakir miskin mantapkan sebarkan
823|negatif|lapangan kerja| jalan bagus kmna gampang ekonomi smakin membaik bilang infrastuktur giliran jalanan jelek komen
824|netral|lapangan kerja| fadli zon prabowo ingatkan ekonomi indonesia beijak pasal uud
827|negatif|lapangan kerja| beda sebelah prabowo sandi ambil gaji presiden fakir miskin
832|netral|lapangan kerja| kampanye akbar gbk pancasila nkri bhinneka tunggal ika uud final harga mati sehingg diganggu gugat
836|negatif|lapangan kerja| tax amnesty kemarin prabowo sandiaga uno bayar pajak namanya paradise papers
838|positif|lapangan kerja| malu akui kegagalan mmg janjijanji direalisasi rakyat memilih janji stop impor cabut subsidi buka lapangan kerja ekonomi persen mobil esemka hasilnya nol wajar rakyat pemimpin
850|positif|lapangan kerja| prabowo sandi gaji sumbangkan kaum duafa fakir miskin
851|netral|lapangan kerja| kaderkader partai demokrat walkout prabowo menyalahkan presidenpresiden jokowi bertanggung kesalahan kebijakan ekonomi
857|negatif|lapangan kerja| maaf baoak menargetkan tumbahtumbuh pertumbuhan ekonomi janji jokowi terwujud
859|netral|lapangan kerja| syok ekonomi tax ratio kilat prabowo keliru
864|netral|lapangan kerja| coba ulang debatnya jokowi tau pandangan prabowo pengembangan ekonomi digital esport emang dibilang prioritas engga
867|negatif|lapangan kerja| boss ngomong kuasain sori bahasa bloon bumn data pengangguran ekonomi politik pasal karet ngerti diterapin uu delik aduan uu jalan ehh bilang otoriter dongok
869|netral|lapangan kerja| tenang pemilu debat terbuka jokowi prabowo dilarang disiarkan warta ekonomi
873|positif|lapangan kerja| prabowo harta jiwa raga sandiaga gaji sedekahkan kali sejarah nkri
876|positif|lapangan kerja| mencoblos prabowo sandi pahala gaji prabowo sandi disumbangkan yatim miskin tusuk pahala mengalir
878|negatif|lapangan kerja| buka mata beli saham indosat rugi trilliuanan jmn jokowi infrastruktur bbm harga indonesia banggain wowo cerai pecat gaji karyawan sndri dbyr menghina rakyat ujungnya sumbangan raja hoax
879|positif|lapangan kerja| bangga membangkitkan usaha ekonomi kerakyatan dialog wirausaha ketum penggerak pepes okoce lokasi muding denpasar titik fjakarta
880|negatif|lapangan kerja| horang kaya mah bebas butuh gaji butuh lahan jabatan gantinya
881|positif|lapangan kerja| jokowi memerintah harga stabil terjangkau janji prabowosandi taruhan kku janji kenyataan
882|netral|lapangan kerja| jokowi pancasila harga mati
884|positif|lapangan kerja| senjata dipakai menskak mat apalg urusan pajak jokowi berusaha tetep didlm jalur gemes lihatnya
888|netral|lapangan kerja| pancasila nkri harga mati ganggu gugat
889|negatif|lapangan kerja| ekonomi digital prabowo mengerti
890|netral|lapangan kerja| pengamat pertumbuhan jokowi laksanakan pemerataan keadilan ekonomi
896|negatif|lapangan kerja| ekonomi kehidupan buruh menunggu realisasi janji tgl februari dihadapan perwakilan istana berharap
898|negatif|lapangan kerja| bajingan tengik disembah lengser jokowi dableg fokus ekonomi pertahanan indonesia mobile legend
911|negatif|lapangan kerja| jam tangan harga rb ganti talinya rb gimana jokowi
928|netral|lapangan kerja| jokowi diprediksi indonesia negara ekonomi terkuat nomor didunia diprediksi indonesia negara penebar berita hoax nomor didunia
940|netral|lapangan kerja| capres jokowi tegaskan pancasila harga mati
942|positif|lapangan kerja| sandi prabowo pembisnis gaji presiden ambil bisnis fanatik memfitnah orang percaya search google harta prabowo sandi
945|positif|lapangan kerja| prabowo sandi mengambil gajinya sumbangkan yatim duafa niat kesejahteraan rakyat semoga allah mudahkan langkah presiden wakil presiden ri berkahi allah aamiin
954|negatif|lapangan kerja| cagar alam kamojang turunkan statusnya ekonomi presiden membiarkan mempertahankan hmmm
963|netral|lapangan kerja| tenang sandiaga tanah suci prabowo lakukan warta ekonomi
969|netral|lapangan kerja| debat final pilpres analis politik ekonomi jokowi kritik kebijakannya
976|negatif|lapangan kerja| mengeluh sandiaga sampe skrg dapet cashback ovo tokped jarang gratis ongkir tlg jokowi bukti ekonomi sulit nama bobby domisili gresik malang
982|negatif|lapangan kerja| mengatasi cad membangun industri nasional murni milik entrepreneur indonesia membangun kedaulatan pangan energi ekonomi
986|netral|lapangan kerja| syamsuddin jokowi pencapaian ekonomi diukur contoh sandiaga nurjanah
993|negatif|lapangan kerja| nanya seriusan liat debat semalam presiden jokowi ngerti ekonomi presiden
1000|positif|lapangan kerja| ekonomi makro tamparan keras pelaku usaha
1001|netral|lapangan kerja| jokowi temui raja salman warta ekonomi
1003|positif|lapangan kerja| berani mengganti bidang ekonomi hukum srek cawapres mengurangi kecepatan pemerintah tetep optimis
1004|netral|lapangan kerja| jokowi membantah pembangunan infrastruktur terencana matang menurutnya pembangunan infastruktur tahap pembangunan ekonomi makro
1006|netral|lapangan kerja| pengeloalan ekonomi makro agregat produksi sektor primer pertanian pertambangan perkebunan pengelolaan ekonomi makro semudah membalikkan tangan jokowi hotel sultan jakarta minggu
1007|netral|lapangan kerja| jokowi ekonomi diperhatikan pengelolaan ekonomi mikro ekonomi makro
1011|netral|lapangan kerja| calon presiden capres nomor urut joko widodo pendapat calon presiden nomor urut prabowo pengelolaan ekonomi indonesia salah arah
1012|negatif|lapangan kerja| goblok game dimain anak pengaruhnya ekonomi langsung anak skrg suka main game menghilangkan niat kreatifitas aktifiktas ujungnya sdm periode kedepan jokowi fokus sdm
1023|netral|lapangan kerja| jokowi mantabkan ekonomi prabowo salahkan
1027|negatif|lapangan kerja| ekonomi bgmn masyarakat tumbuh aplgi merata presiden hutang meningkat rakyat indonesia membayarnya merata rakyat kartu pra kerja tka china kerjaan please muak
1032|positif|lapangan kerja| sabang merauke bhineka tunggal ika beragam indonesia nkri dijaga idiologi pancasila dirubah harga mati
1033|negatif|lapangan kerja| pilih jokowi dibegoin liat harga iya harga gaji gaji kerja ngabisin kopi pantry kantor heran
1035|netral|lapangan kerja| mahar sederhana jokowi iriana menikah desember solo mahar pernikahan jokowi iriana sederhana mahar alat salat alquran cincin kawin harga cincin kawin ribu
1042|positif|lapangan kerja| trimakasih trimakasih trimakasih prjuangan pelan alhmdllh masy ujung ind merasakan manfaat infrastruktur senang pajak bayar negara dipakai
1049|positif|lapangan kerja| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
1053|netral|lapangan kerja| bumn benteng ekonomi negara
1054|netral|lapangan kerja| jokowi tegaskan nkri bhineka tunggal ika harga mati
1056|netral|lapangan kerja| tenang prabowo didoain ulama warta ekonomi
1057|positif|lapangan kerja| aamiin allah berilah kesempatan memimpin indonesia berilah kesempatan membantu memperbaiki ekonomi indonesia aamiin
1059|negatif|lapangan kerja| sekarng timpang tidur kali rakyat teecah bela priode jaman sby rakyat adem adem ekonomi berjalan
1060|positif|lapangan kerja| jujur akupun tau bedanya ekonomi makro ekonomi mikro sekua orang memperdebatkan salahnya sandiaga uno sanggah jokowi diem mudeng
1063|negatif|lapangan kerja| bocor sandi oce bankrut keluhan orang dijadikan referensi ekonomi juta orang akal sehatnya hilang
1064|positif|lapangan kerja| debat jokowi menasehati paslon pengelolaan ekonomi makro membuktikan jokowi menguasai ekonomi
1067|positif|lapangan kerja| merdeka harga bbm papua bikin jokowi melawan mafia jokowi nyinyir pade
1068|negatif|lapangan kerja| antek asing pki ekonomi amburadul harga raja hutang plongaplongo sekolam berisik prabowo bilang salah jokowi klean prabowo prabowo
1074|negatif|lapangan kerja| ekonomi salah arah disalahkn wowo presiden presiden seblm jokowi pribadi buktinya wowo menyalahkn sby
1075|netral|lapangan kerja| maksimal rakyat membayar pajak harga rendah coba pikir kali
1076|negatif|lapangan kerja| ucapan pernyataan bowo kesalahan orientasi ekonomi negeri presiden jokowi sungguh luka tersendiri demokrat
1082|positif|lapangan kerja| nyo buka youtube dngerin lg ditanyain jokowi pembahasan e sport pokok utamanya adl ekonomi digital mobile legend salah contoh
1086|positif|lapangan kerja| jokowi harga mati seprti nkri
1092|negatif|lapangan kerja| coba cek ktp tulisan ekonomi kaya miskin trus pekerjaan pengangguran alamat rumah asli kontrakan butuh kartu e ktp disempurnakan gampang ditipu polos bego
1097|negatif|lapangan kerja| ngomong mudahnya janji ekonomi tumbuh diatas omongane sehat jok
1098|negatif|lapangan kerja| seandainya prabowo presiden amit amit janjijanjinya terwujud ekonomi makan merosot nyalahin pemerintah jo sby
1100|netral|lapangan kerja| jokowi pertumbuhan ekonomi disyukuri kufur nikmat
1101|positif|lapangan kerja| sah suara april jokowiamin harga mati nkri maju
1102|positif|lapangan kerja| capres bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi
1106|negatif|lapangan kerja| harga tiket pesawat menggila tolonglah rakyatmu
1109|positif|lapangan kerja| rakyat jelata rakyat kalangan bwh harga sembako kuasai pemerintah kuasai mafioso menguasai harga mhn trm ksh
1122|positif|lapangan kerja| basicnya pengusaha mencakup perusahaan uno paham ekonomi makro pengelolaan negara kasih contoh kesusahan ngakak dengernya
1126|positif|lapangan kerja| pancasila harga mati bravo presiden
1128|negatif|lapangan kerja| basicnya pengusaha menangani ekonomi makro jabawan uno sampe jokowi kesal
1129|netral|lapangan kerja| ekonomi indonesia merosot prabowo
1131|netral|lapangan kerja| ekonomi indonesia amburadul prabowo
1143|netral|lapangan kerja| post pengamat tanggapi positif pertumbuhan ekonomi era jokowi capai target
1144|negatif|lapangan kerja| prabowo lupa ekonomi indonesia hancur suharto menjajah indonesia dilengser rakyat prabowo menantu suharto
1148|negatif|lapangan kerja| dengar perdebatan presiden ri malam menyebut mobile legend game upgrade level tau tujuan debat bahas bangsa ekonomi terkait uang nilai ekonomis negara pembuat aplikasi game
1151|netral|lapangan kerja| jk berusaha keras berjuang keras rangka mengembalikan watak asli pembangunan negara indonesia bertumpu prtmbuhan ekonomi sjtp bertumpu pemerataan prtmbuhan ekonomi jokowi memaparkan visimisi debat
1163|positif|lapangan kerja| prabowo sandi kaya gaji tunjangan setahun apanya dibandingkan penghasilan usaha teko dituang ngeluarin isi dalamnya pikiran negatif negatif gini
1165|netral|lapangan kerja| skak mat prabowo sandi amburadul ekonomi macro micro memangnya nkri dihuni segelintir orang
1169|netral|lapangan kerja| ekonom csis fajar hirawan faktor eksternal menyebabkan pertumbuhan ekonomi jangka sulit dicapai
1178|netral|lapangan kerja| jokowi vs sandi debat ekonomi makro mikro pahami
1181|netral|lapangan kerja| prabowo ekonomi ri salah arah salah presidenpresiden jokowi via
1184|netral|lapangan kerja| debat terbuka sandi dinilai kuasai ekonomi jokowi paksa bicara digital
1185|positif|lapangan kerja| sejujurnya setuju gimana debat kemarin debat capres tonton menurutku jokowi ngomongnya e e ngerti teori ekonomi mikro makro penanganannya dsb bangga
1186|netral|lapangan kerja| detikdetik prabowo celingak celinguk paham ekonomi makro mikro simak
1187|netral|lapangan kerja| wowo debat orientasi ekonomi indonesia jalur akibat ulah presiden
1195|negatif|lapangan kerja| ps bolakbalik menyinggung deindustrialisasi anehnya menyalahkan salah arahnya pembangunan ekonomi indonesia terlepas andil presiden jokowi
1201|negatif|lapangan kerja| paslon bahas ekonomi makro global paslon anak bayi ngerti lihat belajar memahami pernyataan mantap pilih
1203|positif|lapangan kerja| mantap pilih paslon bahas ekonomi makro global paslon anak bayi ngerti lihat belajar memahami pernyataan
1206|netral|lapangan kerja| kabar menarik sepekan jokowi kena hoaks permainan harga tiket pesawat kabar
1209|negatif|lapangan kerja| obrolan ngalor ngidul blas urusannya mobile legends ekonomi nasional mengada kejauhan banget bicara industri kreatif kreasi nilai ekonominya diekspor dijual jokowi semalem
1210|negatif|lapangan kerja| heran prabowo bilang tingkatkan penerimaan pajak sandi bilang menghapus pajak pengusaha bertolak kebijakan coba dengar ulang debat pajak
1213|positif|lapangan kerja| yup gini diskusinya enak tambahan ukuran ttp kualitasnya tingkat prioritasnya target pemerataan pembangunan pulau jawa mgkn mjd prior pemerintah menumbuhkan bibit pertumbuhan ekonomi
1222|negatif|lapangan kerja| logika beikir andre jeblok caleg dki lantas lapangan mikirnya selangkah perekonomian dunia serba sulit ngotot harga pupuk murah membunuh pabrikan disubsidi mikir keuangan negara
1232|netral|lapangan kerja| cek harga jokowi perbaiki pasar
1235|positif|lapangan kerja| pemerataan pembangunan jokowi bukti jokowi kemajuan kawasan ekonomu kusus industri pariwisata barang kerajinan memperjuangkan ekonomi indonesia
1236|negatif|lapangan kerja| segmen debat ekonomi syariah kemarin berbobot jokowi bikin halal park gbk uno menyinggung indonesia salah pengimpor produk halal terbesar hello produk halal dasarnya produk diharamkan
1246|positif|lapangan kerja| pertumbuhan ekonomi diimbangi pemerataan jokowi
1259|negatif|lapangan kerja| teori mabok prabowo sandi pangan murah petani makmur murah harga beli petani murah petani makmur makmur gerombolan ngibul
1272|netral|lapangan kerja| menayalahkan bowo menyebut kondisi ekonomi indonesia salah arah kesalahan presidenpresiden jokowi
1274|netral|lapangan kerja| prabowo naikkan tax ratio jokowi shock ekonomi
1290|netral|lapangan kerja| indonesia negara ekonomi terkuat keempat dunia langkah menghadapi rintangan jokowi gelora karno gbk jakarta sabtu
1292|negatif|lapangan kerja| pertumbuhan ekonomi angka menyaingi sby prabowo impor ekspor
1295|netral|lapangan kerja| mengembangkan ekonomi desadesa menciptakan program dewidewi desa wisata dedidedi desa digital
1301|negatif|lapangan kerja| ekonomi tumbuh pemerataan eeeee ketimpangan piye boss
1311|netral|lapangan kerja| paslon beradu gagasan menjamin partisipasi peremuan kegiatan ekonomi masingmasing mengangkat ide dewidedi langkah pas
1313|negatif|lapangan kerja| ngomongin esports sadar harga build pc mahalnya ampun turunin dollar coba biar anak indo gampang pc bagus
1315|netral|lapangan kerja| tim prabowo sandi tlg turunkan harga listrik gas lpg bbm air pdam pajak motor pupuk bibit unggul bangun perbaiki jalan jalan daerah daerah rusak indonesia
1318|negatif|lapangan kerja| janji kampanye jokowi fatal kartu sembako murah pernyataan jokowi bilang duludulu harga sembako murah buktinya impor klaim tingkat konsumsi masyarakat terganggu like f bikin kartu
1319|negatif|lapangan kerja| kecwa sbgai milenial prabowo lemah bicara digital esport pasar ekonomi berfikir konservatif dunia looo
1321|positif|lapangan kerja| smart bantu mengoreksi memperbaiki berjalan mengolok olok infrastruktur memadai kedepan industrialisasi tercipta smp indo ekonomi indonesia maju pesat berdampak indonesia
1322|positif|lapangan kerja| patahana oposisi data suka salah nyebut data rakyat simpati suka presiden bahas esport ekonomi makro berdampak mikro prabowo sandi hadir memperbaiki
1323|negatif|lapangan kerja| pantes kampret orang goblok coba belajar pakar pakar ekonomi kasih pemaparan biar tau gimana berbisnis
1325|positif|lapangan kerja| akui janjijanji prabowo spesifik janji harga sembako murah mekanismenya gimana dikasih tau masyarakat masyarakat oportunis mikirnya kagak nyentuh kehidupan langsung
1326|positif|lapangan kerja| kemenangan indonesia kemenangan prabowo sandy indonesia makmur kedaulatan ekonomi pangan tps kedaulatan negara tps
1329|positif|lapangan kerja| isu murahan salah contoh minimnya kreativitas kubu hoax fitnah pecahbelah mudah mentah sayangnya harga partai sosmed berkomitmen clean n clear
1330|negatif|lapangan kerja| how repair that shit dude prabowo menurunkan harga sembako program liat program jokowi menurunkan harga sembako kartu sembako murah program konkret
1331|negatif|lapangan kerja| mengeluh abdillah presiden jokowi pacar tua penampilannya kebijakan jokowi beihak pacaran mudah ngoceh sandi mengatasi penuaan pacar harga kosmetik mahal
1337|positif|lapangan kerja| saudara saudara sebangsa setanah air bangga indonesia negeri indah permai kaya ragam budaya adat istiadat dikagumi dunia harta ternilai harganya dinilai segunung emas
1343|netral|lapangan kerja| dukung prabowo dahlan iskan jokowi gagal penuhi janjinya bidang ekonomi cc
1346|netral|lapangan kerja| prabowo ekonomi ri salah arah salah presidenpresiden jokowi
1348|positif|lapangan kerja| debat jokowi menguasai jalannya debat dimana beliau tegaskan lawanya ekonomi makro mikro
1351|negatif|lapangan kerja| presiden menganggap mainan bocah solusi ekonomi nasional habis jokowi
1355|negatif|lapangan kerja| ngajarin ekonomi mikro makro raja bisnis lupa prabowo sandi pengusaha top
1361|positif|lapangan kerja| esport lg buming hobi dipertandingkan dibanyak negara asian games asean games millenial banget bicara pemerataan kesejahteraan calon elite gaji karyawannya terkatung jokowi mempraktekkan
1363|positif|lapangan kerja| garis jokowi ekonomi digital dalamnya bisnis games pembuat game pemain game lbh simplenya buka playstore ekonomi digital jokowi mnyebut salah satunya
1365|negatif|lapangan kerja| santun pertumbuhan ekonomi
1372|positif|lapangan kerja| yaelaah jokowi nurunin harga butuh perhitungan cermat matang asalan
1374|netral|lapangan kerja| debat malam capres nomor urut perekonomian indonesia salah arah ditandai mengalirnya kekayaan negeri temukan kesesuaian pernyataannya
1376|negatif|lapangan kerja| namanya wowo menuding sby dibalik kesalahan ekonomi indonesia teguh dengerlah wowo
1377|negatif|lapangan kerja| rakyat butuh fundamental ekonomi pangan sandang papan digital model mobile legend timeout pencitraan
1378|netral|lapangan kerja| esports jokowi prabowo sandiaga idn times jokowi ekonomi digital esport prabowo
1385|negatif|lapangan kerja| sayang jokowi membahas ekonomi digital kegunaan multifungi ektp
1388|negatif|lapangan kerja| prabowo harga petani harga konsumen murah menutupi kerugian negara uang darimana masak iya prinsip perdagangan beli mahal jual murah hoaks gaada namanya pedagang beli mahal jual murah hehe
1391|positif|lapangan kerja| bukti keikhlasan mengabdi rakyat bangsa n negara rela mewakafkan jiwa raga harta pikiran pamrih jgnkan rela menerima gaji sbg presiden n wapres masyaaallah pemimpin ditunggu slm insyaaallah berkah aamiin
1395|negatif|lapangan kerja| jokowi pinter ngeles gagal bangun perekonomian pake alasan ekonomi makro pertumbuhan perekonomian terendah stuck pake alasan ekonomi makro emang jaman presiden ekonomi makro
1399|negatif|lapangan kerja| strategi cebong gampang meneriaki orang hoax bilang orang pesimis prabowo sandi optimis ngeles ekonomi makro zaman sby ekonomi makro listrik murah harga sembako murah pembangunan
1410|negatif|lapangan kerja| namanya wowo salah bowo pembangunan ekonomi indonesia salah arah terlepas andil presidenpresiden jokowi dengerlah wowo
1413|positif|lapangan kerja| dutarakan sandi drasakan masyarakat jkw ngeles kebijakan beliau memerintah ekonomi mikro makro diutarakan sandi jkw nangkep
1414|netral|lapangan kerja| capres nomor urut prabowo subianto menyebut kesalahan ekonomi indonesia kesalahan calon presiden petahana jokowi salah presidenpresiden
1416|netral|lapangan kerja| dasar negara ideologi pancasaila nkri bhineka tunggal ika uud final harga mati diganggu gugat jokowi
1421|positif|lapangan kerja| pengaruhnya gblk game peluang bisnis menciptakan lapangan kerja jepang game salah penggerak ekonominya negara ambil pajak lumayan
1422|netral|lapangan kerja| jokowi serang sandiaga ekonomi makro berdasarkan keluhan
1423|negatif|lapangan kerja| tolol berlapis miraprojo ekonomi bangsa lari game hancur generasi klok model kayak gini indonesia ekonominya berkutet
1447|positif|lapangan kerja| rupiah gaji diambil negara rakyat miskin n dhuafa ragu
1450|netral|lapangan kerja| prabowo kebijakan ekonomi salah presiden objektif
1455|negatif|lapangan kerja| bahas ekonomi lap pekerjaan mosok sekelas preaident amatiran emang gag ngerti gag kelas
1477|negatif|lapangan kerja| syok ekonomi tax ratio kilat keliru
1478|positif|lapangan kerja| setuju bats bilng memalukan ngerti ekonomi digital game interaktif dota namanya ngambil peluang ekonomi jkw ambil peluang kemajuan game bego bilang faedah
1482|positif|lapangan kerja| setuju pemerintah kasih kemudahan kitanya gag usaha kreatif usaha beras organik lokal harganya mahal beras lancar
1488|positif|lapangan kerja| prabowo sandi ekonomi kerakyatan
1491|positif|lapangan kerja| pembangunan ekonomi pemerintah sektor maritim nelayan didukung penuh bank mikro tuan rumah negaranya april coblos jokowikma
1497|netral|lapangan kerja| arah ekonomi indonesia salah presiden jokowi
1499|negatif|lapangan kerja| partainya menangkap tandatanda langit digituin berkali kali ngejogrog disitu segilintir orang membenci jokowi direndahkan harga
1507|negatif|lapangan kerja| uang bos hutang listrik subsidi bahan bakar subsidi pangan subsidi gaji asn menaikan pajak musti nunggu prabowo presiden jawabannya gelar profesor dimana
1531|positif|lapangan kerja| fyi digital ekonomi paparkan cawapres lakukan era pemerintahan solusi tawarkan paslon jalani paparkan debat final mala
1540|negatif|lapangan kerja| salah pemerintah hukumnya ketat contohin kaya singapore knp pemerintah gaji tugas pemerintah bertanggung rakyatnya sanggup pemimpin paham makna pemimpin
1547|negatif|lapangan kerja| kasian sadar indonesia kalaian tau tidk boneka pajang dtmbah pemimpin buktinya hancur ekonomi indonesia
1551|negatif|lapangan kerja| goblok kau emang kebangetan otak dipakai mikir manfaat otak pantat sekelas petahana mikirin e sport ekonomi carut marut kebanyakan makan tai kau
1555|negatif|lapangan kerja| hidup jokowi lemah ilmu ekonomi biuktinya nilai rupiah menjunam expor merosot harga sandang pangan monopoli keturunan tionghoa
1566|netral|lapangan kerja| prabowo debat menyebut ekonomi deindustrialisasi menimpa indonesia khusus prabowo menyebut kesalahan presidenpresiden jokowi
1568|positif|lapangan kerja| lihat cuplikan debat semalam tau pemerataan ekonomi susu makan anak sd sma pagi salut
