id|sentimen|clean_tweet
1222|negatif| logika beikir andre jeblok caleg dki lantas lapangan mikirnya selangkah perekonomian dunia serba sulit ngotot harga pupuk murah membunuh pabrikan disubsidi mikir keuangan negara
1223|positif| program jokowi pro rakyat karto sembako membeli harga murah meningkatkan kesejahteraan keluarganya
1224|netral| selfy motret analis politik ekonomi jokowi kritik kebijakannya
1225|positif| komitmen ditakuti jae prabowosandi komitmen teilih kepala negara ambil gaji
1227|netral| jokowi fokuskan apbn apbd difokuskan belanja produktif dorong ekonomi rakyat
1228|positif| mengambil gaji memakan uang rakyat bong jual beli jabatan
1232|netral| cek harga jokowi perbaiki pasar
1235|positif| pemerataan pembangunan jokowi bukti jokowi kemajuan kawasan ekonomu kusus industri pariwisata barang kerajinan memperjuangkan ekonomi indonesia
1236|negatif| segmen debat ekonomi syariah kemarin berbobot jokowi bikin halal park gbk uno menyinggung indonesia salah pengimpor produk halal terbesar hello produk halal dasarnya produk diharamkan
1239|netral| prabowo membalikkan jokowi menyinggung sektor ekonomi lapangan kerja fokus dunia digital hype jaman mendasar negeri har
1240|netral| prabowo garuda sulit untung tkn pengaruh harga avtur
1241|netral| lugas jokowi visi misinya debat jokowi tegaskan mengembalikan watak asli indonesia bertumpu ekonomi pemerataan pembangunan
1243|netral| prabowosandi janji ambil gaji teilih
1244|negatif| hua skak mat menghalalkan rebut kekuasan merengek rengek dpt kekuasan berdalih ambil gaji ambil tunjangan dasarkampretgila
1245|netral| menuding sby dibalik kesalahan ekonomi indonesia teguh
1246|positif| pertumbuhan ekonomi diimbangi pemerataan jokowi
1248|netral| prabowosandi komitmen teilih kepala negara ambil gaji
1250|netral| pemimpin negara gaji paus fransiskus vatikan donald trump usa april ketiga prabowosandi satunya asia
1252|negatif| nyuruh makan aspal trus sby gaji guru honorer naikan prabowo peran pertanian petani buruh tani guru nyediain beras bahan makan petani petani sejahtera ngambek gmw nanam gmna
1254|positif| merdeka harga bbm papua bikin jokowi melawan mafia jokowi
1256|netral| membicarakan pertumbuhan ekonomi capres nomor urut jokowi mengaitkannya pemerataan memfokuskan infrastruktur pulau jawa simak kesesuaian pernyataannya
1257|negatif| kartu ditawarkan jokowi rakyat nasib karyawan gaji umr diatas umr dikit dianggap masyarakat bantuan penduduk produktif
1258|positif| jokowi unggul bidang ekonomi hukum payah
1259|negatif| teori mabok prabowo sandi pangan murah petani makmur murah harga beli petani murah petani makmur makmur gerombolan ngibul
1260|netral| debat final pilpres jokowi ulas pemerataan ekonomi
1261|netral| debat pilpres teilih prabowo sandi ambil gaji
1262|positif| mari hargai rayakan pesta demokrasi penuh suka cita prabowo menang alhamdulillah jokowi kalah alhamdulillah
1264|positif| jokowi harga mati rakyak menyukai orang n memilih n mna buruk dsto orang membawa kedepan dngan negara salam periode zaenal arip
1266|negatif| harga pangan murah catering murah tusuk prabowo sandi
1268|negatif| apaaaaa gaji rakyat matamu kwi gajinya karyawan kiani kertas tanjung redeb berau
1269|positif| mmng pendukung presiden ri negeri hina sdngkan orng negeri bnr menghargai presiden jokowi
1271|netral| kebijakan ekonomi salah arah prabowo protes gencarnya pembangunan infrastruktur
1272|netral| menayalahkan bowo menyebut kondisi ekonomi indonesia salah arah kesalahan presidenpresiden jokowi
1274|netral| prabowo naikkan tax ratio jokowi shock ekonomi
1277|positif| niat ambil gaji teilih nyinyir langsung nararongol gaji mah tunjangannya gede sedekah dipamerin kampanye bawa agama amal diterima pamer gusti gini hatred
1281|positif| closing statement mantap prabowo subiantosandiaga uno menyumbangkan gajinya kemaslahatan rakyat kaum dhuafa masyaa allah berhati mulia presiden wakil presiden mencari dunia allah ridhoilah berdua
1282|netral| teilih prabowo sandi ambil gaji insya allah prabowo sandi tepati janji
1283|negatif| iya ambil gaji menang
1284|positif| lantik prabowosandi macan asia pemimpin asia gaji yourturnbro
1287|positif| jokowi butuh gaji nafkahi kluarga jokowi haram utak atik apbn gratif dlsb beda bosan ktnya gaji sdikit lantas ngeruk darimana kpk kerja keras
1288|negatif| terimakasih perekonomian indonesia meroket langit sekrg roketnya
1289|netral| menwarkan program membina ekonomi keluarga sejahtera mekaar binaan permodalan nasional madani pnm diluncurkan menaikkan kesejahteraan warga ibuibu rumah tangga tingkat
1290|netral| indonesia negara ekonomi terkuat keempat dunia langkah menghadapi rintangan jokowi gelora karno gbk jakarta sabtu
1292|negatif| pertumbuhan ekonomi angka menyaingi sby prabowo impor ekspor
1293|netral| jokowi prabowo ekonomi salah arah presidenpresiden
1294|netral| terkait penyataan prabowo hargai pemimpin
1295|netral| mengembangkan ekonomi desadesa menciptakan program dewidewi desa wisata dedidedi desa digital
1296|positif| bicara jujur wajib lbh detail arah ekonomi pembangunan nkri salah rezim soeharto pelihara pengusaha china membunuh pengusaha pribumi ning markam karkam dao rahman tamin percaya bisikan csis
1297|positif| kepemimpinan jokowi rakyat merasakan manfaat pembangunan infrastruktur pembangunan jalan pelabuhan bandara bendungan membuka daerah terisolasi menggerakan perekonomian nasional
1298|negatif| kartu sembako murah langsung rezim membenarkan hargaharga bahan pokok mahal fix gagal periode
1300|negatif| tenang sebar hoax sby pertumbuhan ekonomi persen dibikin anjlok persenan jokowi
1301|negatif| ekonomi tumbuh pemerataan eeeee ketimpangan piye boss
1302|positif| merubah mengembangkan mudah tahapantahapan mengubah ekonomi negri
1303|netral| komitmen prabowosandi ambil gaji serupiah teilih
1304|negatif| yernyata segini otak presiden ri pantesan kagak dihargai bahasnya mobil legend dasar goblock
1305|positif| anak muda berkecimpung dunia digital memperbaiki sistem ekonomi digital
1307|negatif| prabowo bilang rakyat indonesia miskin ngasih sumbangan tau rakyatnya miskin diterima smbngannya lol pendukunya bilang ekonomi susah nyumbang gede sinkron
1308|positif| mantan mertuanya membela mbak tabiat susah prabowo kepentingan kekuasaan legacy presiden persepsi prabowo menghargai
1309|negatif| balada kisah mobile legend kemakmuran rakyat prabowo digital bagus rakyat butuh swasembada pangan pangan harga terjangkau mengembangkan mobile legend gokill
1310|positif| presiden menghargai perbedaan salut
1311|netral| paslon beradu gagasan menjamin partisipasi peremuan kegiatan ekonomi masingmasing mengangkat ide dewidedi langkah pas
1312|positif| penghargaan tulus suami istri tercinta salah alasan utama memilih jokowi pilpres memilihnya april besok
1313|negatif| ngomongin esports sadar harga build pc mahalnya ampun turunin dollar coba biar anak indo gampang pc bagus
1315|netral| tim prabowo sandi tlg turunkan harga listrik gas lpg bbm air pdam pajak motor pupuk bibit unggul bangun perbaiki jalan jalan daerah daerah rusak indonesia
1316|negatif| trus digaji indonesia sjahtera lucu lucu
1317|negatif| pendukung jokowi pasrah ekonomi rendah menguntungkan pndukung fanatisme jokowi menguntungkan rakyat
1318|negatif| janji kampanye jokowi fatal kartu sembako murah pernyataan jokowi bilang duludulu harga sembako murah buktinya impor klaim tingkat konsumsi masyarakat terganggu like f bikin kartu
1319|negatif| kecwa sbgai milenial prabowo lemah bicara digital esport pasar ekonomi berfikir konservatif dunia looo
1320|negatif| penghasilan ribu perhari perhatikan pemerintah gajinya berkoar koar bantu tetangga miskin mikir
1321|positif| smart bantu mengoreksi memperbaiki berjalan mengolok olok infrastruktur memadai kedepan industrialisasi tercipta smp indo ekonomi indonesia maju pesat berdampak indonesia
1322|positif| patahana oposisi data suka salah nyebut data rakyat simpati suka presiden bahas esport ekonomi makro berdampak mikro prabowo sandi hadir memperbaiki
1323|negatif| pantes kampret orang goblok coba belajar pakar pakar ekonomi kasih pemaparan biar tau gimana berbisnis
1324|positif| semoga periode pemerintahan kebijakan mensubsidi harga obatx berkualitas paten rakyat sakit lekas sembuh go
1325|positif| akui janjijanji prabowo spesifik janji harga sembako murah mekanismenya gimana dikasih tau masyarakat masyarakat oportunis mikirnya kagak nyentuh kehidupan langsung
1326|positif| kemenangan indonesia kemenangan prabowo sandy indonesia makmur kedaulatan ekonomi pangan tps kedaulatan negara tps
1328|netral| adakah tulisan media apapun medianya netral media pro kekuatan kelemahan pemerintahan jokowi bidang ekonomi
1329|positif| isu murahan salah contoh minimnya kreativitas kubu hoax fitnah pecahbelah mudah mentah sayangnya harga partai sosmed berkomitmen clean n clear
1330|negatif| how repair that shit dude prabowo menurunkan harga sembako program liat program jokowi menurunkan harga sembako kartu sembako murah program konkret
1331|negatif| mengeluh abdillah presiden jokowi pacar tua penampilannya kebijakan jokowi beihak pacaran mudah ngoceh sandi mengatasi penuaan pacar harga kosmetik mahal
1333|netral| nanya kulihat prabowo ahli militer sandi ahli ekonomi cucuk duanya
1334|positif| perbedaan kebijakan sby tinggallah catatan histori jokowi legacy ekonomi pembangunan generasi
1336|positif| pemimpn aktif gaji paus fransiskus donald trump inshaa allah prabowosandi menyusul yourturnbro
1337|positif| saudara saudara sebangsa setanah air bangga indonesia negeri indah permai kaya ragam budaya adat istiadat dikagumi dunia harta ternilai harganya dinilai segunung emas
1338|negatif| trus nudih fitnah pqk yaa woii mikir hidupi kasih mkn anak binimu fan hidupi kluarga gaji uang rakyat krja teriak belain bosmu tnpa mikir reputasi hasil kerja halal haram embat
1339|negatif| dungu prabowo mah ikhlas gaji negara teilih
1340|netral| prabowo janji pertumbuhan ekonomi rizal ramli cc
1341|negatif| jokowi sejarah hapus contoh naikin listrik sembako bbm gaji pns pilpres dtg acara pbb menterinya presiden grusak grusuk janji membebaskn abubakar ba asyir gajd asn jual beli jabatan novel
1342|positif| presiden jokowi kebijakannya anggaran kue pembangunan ekonomi merata beliau mengurangi subsidi kepentingan ekonomi fundamental infrastruktur
1343|netral| dukung prabowo dahlan iskan jokowi gagal penuhi janjinya bidang ekonomi cc
1344|negatif| lihat pemerintahan sby pertumbuhan perekonomian mengalami yangenggembirakan jokowi janji simpulkan janji tercapai alasan ekonomi makro
1346|netral| prabowo ekonomi ri salah arah salah presidenpresiden jokowi
1348|positif| debat jokowi menguasai jalannya debat dimana beliau tegaskan lawanya ekonomi makro mikro
1351|negatif| presiden menganggap mainan bocah solusi ekonomi nasional habis jokowi
1352|netral| prabowosandiaga janji ambil gaji ekonomi
1353|positif| jokowi memasukan digital ekonomi anak anak muda mengembangkan teknologi digabungkan hasil petani pertanian perikanan luas menjual konsumen
1354|positif| terima kasih jokowi pimpin periode indonesia bartambah maju cinta indonesia nkri pancasila harga mati
1355|negatif| ngajarin ekonomi mikro makro raja bisnis lupa prabowo sandi pengusaha top
1357|netral| prabowo menilai kondisi kesalahan jokowi presiden kesalahan presidenpresiden debat capres prabowo salahkan presiden jokowi terkait kondisi ekonomi
1358|positif| jokowi memperbaiki ekonomi indonesia raya sandi bergelut ekonomi mia beda kelas bangaatt
1359|netral| ogah ambil gaji presiden intip harta kekayaan prabowosandiaga besaran penghasilan ri
1360|netral| prabowosandi janji ambil gaji menang pilpres
1361|positif| esport lg buming hobi dipertandingkan dibanyak negara asian games asean games millenial banget bicara pemerataan kesejahteraan calon elite gaji karyawannya terkatung jokowi mempraktekkan
1363|positif| garis jokowi ekonomi digital dalamnya bisnis games pembuat game pemain game lbh simplenya buka playstore ekonomi digital jokowi mnyebut salah satunya
1365|negatif| santun pertumbuhan ekonomi
1366|positif| lapar pemerintah menjamin harga bahan baku dippasaran
1367|negatif| gaji sepeser diambil ambil modal bayar hutang prabowo keuntungam sekian wooooii lelembut rakyat indonesia sebodoh pendukungmu juta umat
1368|negatif| debat prabowo belajar ekonomi tiongkok lupa kampret benci china author mora sifudan debat caprescawapres malam prabowo mengusulkan indonesia
1370|positif| harga bahan pokok terjangkau tenaga medis pasien perbaiki kesejahteraan guru honorer mudah lapangan kerja tusuk time we have a president who proud stand people
1372|positif| yaelaah jokowi nurunin harga butuh perhitungan cermat matang asalan
1373|positif| ekonomi makro bos jadikan alasan pertumbuhan perekonomian terendah ekonomi makro jokowi gagal mengelola ekonomi makro ganti
1374|netral| debat malam capres nomor urut perekonomian indonesia salah arah ditandai mengalirnya kekayaan negeri temukan kesesuaian pernyataannya
1376|negatif| namanya wowo menuding sby dibalik kesalahan ekonomi indonesia teguh dengerlah wowo
1377|negatif| rakyat butuh fundamental ekonomi pangan sandang papan digital model mobile legend timeout pencitraan
1378|netral| esports jokowi prabowo sandiaga idn times jokowi ekonomi digital esport prabowo
1379|negatif| adegan iconik debat prabowo ekonomi teuruk elite menguasai menikmati kekayaan bangsa ma prabowo oalah prabowo ngomongin
1380|positif| percaya tlh trbukti mrk hidup mapan terhormat sangkin mapan trhormatnya khidupn mrka gaji brniat mrka ambil mrk capres mncari kekayaan msyarakt indonesia mapan berhasil mrk
1381|negatif| nyambung jokowi nyimak game online sandiaga uno disambung prabowo game online lapangan pekerjaan meningkatkan kesejahteraan petani menurunkan harga tonton lg rekamany
1382|negatif| main fitnah gausah tangan kaki dungu bergetar takut mendengar pilihan guru memilih prabowo didukung ratusan beengaruh indonesia takut guru ngaji
1383|positif| janji manis pilpres pks menang bebas pajak kendaraan prabowo sandi menang gaji kerja rakyat miskin jokowi menang pengangguran digaji menangkan
1384|positif| industri apapun penopang ekonomi terbengkalai industri bersaing infrastruktur tertinggal adaa prioritas pembangunan bertahap n hasilnya
1385|negatif| sayang jokowi membahas ekonomi digital kegunaan multifungi ektp
1386|negatif| adegan iconik debat prabowo ekonomi teuruk elite menguasai menikmati kekayaan bangsa ma prabowo oalah prabowo ngomongin
1388|negatif| prabowo harga petani harga konsumen murah menutupi kerugian negara uang darimana masak iya prinsip perdagangan beli mahal jual murah hoaks gaada namanya pedagang beli mahal jual murah hehe
1389|positif| bermanfaat negara urusan dpt kerja bagus gaji gede happy duit hati happy pikiran kebuka invest duit usaha padat karya buka lap kerja sedekah kaum marjinal selamat berjuang
1391|positif| bukti keikhlasan mengabdi rakyat bangsa n negara rela mewakafkan jiwa raga harta pikiran pamrih jgnkan rela menerima gaji sbg presiden n wapres masyaaallah pemimpin ditunggu slm insyaaallah berkah aamiin
1392|negatif| wowo jokowi salah salah sby bikin arah ekonomi salah
1395|negatif| jokowi pinter ngeles gagal bangun perekonomian pake alasan ekonomi makro pertumbuhan perekonomian terendah stuck pake alasan ekonomi makro emang jaman presiden ekonomi makro
1398|netral| menang prabowosandi ambil gaji
1399|negatif| strategi cebong gampang meneriaki orang hoax bilang orang pesimis prabowo sandi optimis ngeles ekonomi makro zaman sby ekonomi makro listrik murah harga sembako murah pembangunan
1405|negatif| prabowo bilang kehancuran ekonomi gara pemimpin hitung proporsional pemimpin berkuasa orde order mimpin sehat kaw bambanggg
1406|negatif| miskin mental miskin harta miskin harga miskin ilmu mati ajalah kampret
1410|negatif| namanya wowo salah bowo pembangunan ekonomi indonesia salah arah terlepas andil presidenpresiden jokowi dengerlah wowo
1413|positif| dutarakan sandi drasakan masyarakat jkw ngeles kebijakan beliau memerintah ekonomi mikro makro diutarakan sandi jkw nangkep
1414|netral| capres nomor urut prabowo subianto menyebut kesalahan ekonomi indonesia kesalahan calon presiden petahana jokowi salah presidenpresiden
1416|netral| dasar negara ideologi pancasaila nkri bhineka tunggal ika uud final harga mati diganggu gugat jokowi
1417|negatif| anak disuruh main calon pekerja dikasih kartu pengangguran dikasih gaji tka dikasih kerja mantull
1420|negatif| namanya wowo salahkan langsung bowo menuding pemerintahan era sby berdosa kondisi perekonomian dengerlah wowo
1421|positif| pengaruhnya gblk game peluang bisnis menciptakan lapangan kerja jepang game salah penggerak ekonominya negara ambil pajak lumayan
1422|netral| jokowi serang sandiaga ekonomi makro berdasarkan keluhan
1423|negatif| tolol berlapis miraprojo ekonomi bangsa lari game hancur generasi klok model kayak gini indonesia ekonominya berkutet
1424|positif| jujur prabowo koar skrg nyapres ngambil gaji rupiah dah kerja ambil gaji rupiah jokowi terbaik
1433|negatif| bahas ekonomi sekelas wakilnya faham ekonomi mikro ditemui sandi pandangan politik pandangan bicara uang ribu dapet nipu tdl rakyat miskin watt sandi bohong
1434|positif| tps tusuk prabowo sandi kinclong hati rakyat trus capres n cawapresx ambil gajinyaaaa serahkn fakir miskin kaum duafa tps tusuk yaaaaa debat pamugkas mengkan paslon prabowo sandi
1436|negatif| rossi cepat negara miskin harga pangan mahal listrik mahal nyari kerja susah keamanan hancur presiden italia prabowo musolini
1438|netral| menangi pilpres prabowosandi ambil gaji
1440|netral| janji byr pajak menunjukan warga negara taat hukum
1441|netral| berkat jokowi rakyat pedalaman akses ekonomi mudah
1443|positif| great closing statement from next indonesian leaders berkomitmen berdua mengambil gaji serupiah amanah
1444|negatif| kartu jokowi bukti jokowi gagal gagal menstabilkan harga cenderung mahal kartu sembako murah gagal menyediakan lapangan kerja kartu prakerja gagal menyediakan pendidikan terjangkau muncul kartu pintar april
1446|netral| prabowosandi pangkas pajak pekerja tax ratio
1447|positif| rupiah gaji diambil negara rakyat miskin n dhuafa ragu
1449|positif| optimis jokowi rakyat terkait ekonomi kesejahteraan
1450|netral| prabowo kebijakan ekonomi salah presiden objektif
1451|netral| teilih prabowosandi ambil gaji
1452|netral| teilih prabowosandi sumbangkan gaji fakir miskin
1454|negatif| uang pajak rakyat dihamburkan artis dibayar pake uang rakyat berbuat curang malaysia rezim takut kalah
1455|negatif| bahas ekonomi lap pekerjaan mosok sekelas preaident amatiran emang gag ngerti gag kelas
1456|negatif| narasi ngaco referensi atta halilintar jess limit himbauan kumpulin kalajengking harga perliter mencapai milyaran pikiran anak sekolah anak anak diarahkan atta jess tanam padi
1457|netral| prabowo naikkan tax ratio jokowi ekonomi shock
1462|negatif| perbodohan kebelet bat pen presiden ge santay kali janji ambil gaji menang pilpres prabowo bukti tulus
1463|netral| prabowosandi komitmen ambil gaji teilih sandiaga allah swt
1465|netral| prabowosandi komitmen ambil gaji serupiah teilih dikemanakan gaji mobile
1466|positif| bedanya pemimpin pemimpin pemimpin memecahkan makro rakyat pemimpin kw memecahkan berdasarkan keluhan perorangan hasilnya tgupp dki digaji menyenangkan memecahkan dki banjir macet
1467|negatif| ayah orang anak orang isteri numpang curhat harga tiket turunturun berdomisili makassar keluarga jakarta mohon bantuan sebentar raya
1468|netral| menang pilpres prabowosandi janji ambil gaji bisnis
1472|netral| prabowo sandi berkampanye masyarakat antusias sumbangan uang lainlain jasa masyarakat dibalas ole prabowo sandi menerima gaji disumbangkan masayarakat
1473|netral| trump prabowosandi janji ambil gaji
1474|negatif| tilil capres zer presiden ngomongnya game khayalan pantes petumbuhan ekonomi menghayal
1476|netral| garagara jokowi neraca perdagangan indonesia defisit warta ekonomi
1477|negatif| syok ekonomi tax ratio kilat keliru
1478|positif| setuju bats bilng memalukan ngerti ekonomi digital game interaktif dota namanya ngambil peluang ekonomi jkw ambil peluang kemajuan game bego bilang faedah
1481|positif| baca sejarah berdarah darahnya perekonomian china pembangunan infrastruktur kemudahan asing berinvestasi dikawasan industrinya lihat bgmn mrk ngaco diluar pemerintahannya hadeeeuh
1482|positif| setuju pemerintah kasih kemudahan kitanya gag usaha kreatif usaha beras organik lokal harganya mahal beras lancar
1488|positif| prabowo sandi ekonomi kerakyatan
1491|positif| pembangunan ekonomi pemerintah sektor maritim nelayan didukung penuh bank mikro tuan rumah negaranya april coblos jokowikma
1496|negatif| ambil gaji ambil uang fee proyek kkn korupsi uang karyawan gajan perusahaan merugi ambil gaji
1497|netral| arah ekonomi indonesia salah presiden jokowi
1498|positif| kesalahan presiden merusak arah ekonomi indonesia kehebatan jokowi memperbaikinya
1499|negatif| partainya menangkap tandatanda langit digituin berkali kali ngejogrog disitu segilintir orang membenci jokowi direndahkan harga
1500|positif| gaji tujuan utama capres duit koruptor
1501|netral| dwi tunggal pemerintahan strategi pertahanan keamanan ekonomi kesejahteraan
1505|negatif| hahahah goblok adi lihat subtansi arah ekonomi salah memperbaiki nyungsep salah arah salah
1507|negatif| uang bos hutang listrik subsidi bahan bakar subsidi pangan subsidi gaji asn menaikan pajak musti nunggu prabowo presiden jawabannya gelar profesor dimana
1511|negatif| ambil gaji juta kebijakannya alirkan keuntungan trilyunan rupiah perusahaann pribadi dki janji basi
1512|negatif| jae ngajarain ekonomi prabowo sandi kenyang ilmu beuluh mesem moment satire smi dkk mengigil liat
1517|netral| daftar presiden jokowi uraian singkat kinerja ekonomi
1519|positif| dukung enak banget nganggur gajih suruh main mobile legend
1520|negatif| coba lihat jokowi gagap digembar gemborkan bicara makro ekonomi selaras mikro ekonomi fokus sdhlah ngaku pengalaman nmn tata kelola negara bikin utang bengkak lipat pemerintahan normatif orang
1523|netral| mantaps presiden ri periode prabowosandi ambil gaji sepeser teilih
1526|positif| anak kuliah mahal bikin game animasi profesi menjanjikan penopang lembek anak dikuliahin ujungnya nuntut pns biar gajian
1527|positif| pemerintahan jokowi laju kenaikan harga relatif terjaga meningkatkan kesejahteraan rakyat indonesiaoptimis
1528|positif| pernyataan prabowosandi mengambil gaji contoh kecilnya sandi menjabat dki mengambil gaji sepersen sebalik jual beli jabatan jarak ketangkap niatnya salah
1529|negatif| pantesnya kubu max rw jt penduduk indonesia beda beda mending bicara ekonomi makro pemerataan kebersamaan amin periode
1530|netral| prabowo berkilah maksud jokowi perekonomian indonesia salah arah pemimpin sby
1531|positif| fyi digital ekonomi paparkan cawapres lakukan era pemerintahan solusi tawarkan paslon jalani paparkan debat final mala
1532|negatif| menjebak kapabilitas kepala dilepas kaki diikat trlihat kebijakan ekonomi makro salah fokus cari utang bayar angsuran shg ekonomi ril mati parlente munculah mobile legend e support
1536|positif| salah pilih tps tgl april prabowo sandi presidennya pks partainya president partai pks pks pks melindungi ulama sim seumur hidup pajak motor dihapus pajak pph penghasilan dibawah jt hapus
1537|positif| gaji prabowosandi diambil sepeseun membuktikan beliau mmg berjuang kepentingan rakyat bangsa negara
1539|netral| prabowo ekonomi ri menyimpang citacita pendiri bangsa calon presiden wakil presiden prabowo nomor urut prabowosandi kondisi ekonomi indonesia berjalan arah
1540|negatif| salah pemerintah hukumnya ketat contohin kaya singapore knp pemerintah gaji tugas pemerintah bertanggung rakyatnya sanggup pemimpin paham makna pemimpin
1542|positif| pikir prabowo sandi butuh gaji presiden bisnisnya mahal presiden
1543|positif| prabowo sandi keren gaminta gaji bayar allah semoga harimu menyenangkan
1545|positif| prabowosandi ambil gajinya sepersen teilih gaji terima kaum yatim dhuafa sungguh mulia hati pemimpin allahu akbar
1546|netral| teilih prabowosandi ambil gaji sepeser
1547|negatif| kasian sadar indonesia kalaian tau tidk boneka pajang dtmbah pemimpin buktinya hancur ekonomi indonesia
1549|positif| pengen bngt programnya pengguran digaji pen bats nganggur adek lelah
1551|negatif| goblok kau emang kebangetan otak dipakai mikir manfaat otak pantat sekelas petahana mikirin e sport ekonomi carut marut kebanyakan makan tai kau
1553|positif| utamakan ekonomi penegakan hukum prabowo fokus peduli esport fokus utama sma jokowi pemerintahanya fokus infrastruktur
1555|negatif| hidup jokowi lemah ilmu ekonomi biuktinya nilai rupiah menjunam expor merosot harga sandang pangan monopoli keturunan tionghoa
1558|netral| pertumbuhan ekonomi indonesia ratarata dipimpin
1563|negatif| lg ulang jls beda ekonomi mikro ekonomi makro
1566|netral| prabowo debat menyebut ekonomi deindustrialisasi menimpa indonesia khusus prabowo menyebut kesalahan presidenpresiden jokowi
1568|positif| lihat cuplikan debat semalam tau pemerataan ekonomi susu makan anak sd sma pagi salut
1569|netral| kesimpulannya perkembangan ekonomi agraria kemaritiman fokus utama pas peduli esport utamakan halnya jokowi menomor satukan infrastruktur
1571|netral| allah swt prabowo sandi keluasan berkomitmen mengambil gaji serupiah negara kaum yatim dhuafa
1572|netral| demokrat koalisi pendukung oposisi salah pernyataan prabowo debat pilpres dianggap menyalahkan sby terkait kondisi ekonomi indonesia
1573|negatif| iye gaji diambil proyek dikuasain kroni trus kroninya njamin kebutuhan hidup keluarga cuman maen pemilu rakyat planga plongo dijadiin senjata
1576|netral| era pemerintahan jokowi pemerataan ekonomi
1577|netral| jokowi gaji plus tunjangan dibeliin sembako bwt kaum dhuafa
1579|positif| daniel menangkap prabowo kesalahan langkah perbaikan ekonomi nasional salah arah
1580|positif| namnya alapalap otaknya lalapan berisik susahnya mengakui menghargai pekerja kerja fakta nyata diakui kebencian mendalam tergadang otak lhooo pindah jalur jalur waras
1583|positif| nyatnaya pemerinta era jokowi mendukung perkembangan ekonomi digital
1584|positif| cadasss ambil gaji fokus mensejahterakan rakyat salut allah swt senantiasa merahmatimu remah asn
1586|positif| hargai pendahulu doakan penerus best president ri ever cc karno harto habibie gusdur mega jokowi prabowo
1587|netral| om bowo debat orientasi ekonomi indonesia jalur menyalahkan jokowi pemimpin jokowi
1589|negatif| gagasan jokowi smlm didebat ekonomi digital bikin ekonomi real bikin game mobil legenda return esemka
1590|netral| mengeluhkan ekonomi deindustrialisasi
1591|netral| prabowo arah ekonomi salah orde amien rais
1592|netral| asosiasi pengusaha bumiputera nusantara indonesia asprindo beranggota umkm dukung capres prabowo sandi program bebaskan pajak usaha keuntungan m
1593|netral| jngn bahas prabowo kesalahan slh sumberdaya ekonomi tanah air udara frekwensi sesuai uud asli dikelola negara seluasnya rakyat
1597|negatif| presiden rendah hati rendah nilai kepemiminannya wibawanya sebatas pencitraan belaka ekonomi meningkat pendukungnya rakyatnya
1600|negatif| mengeluhkan ekonomi deindustrialisasi wowo hobi nyalahin orang
1608|negatif| masyarakat pelosok bilang prabowo president indonesia perang segitunya fitnah sebarkan hancur ekonomi makro april tps tusuk prabowo sandi
1619|positif| perbedaan keragaman kebhinekaan indonesia dijaga dirawat dasar negara pancasila nkri bhinneka tunggal ika uud final harga mati diganggu gugat
1622|negatif| prabowo paham konsep ekonomi
1623|netral| wowow debat orientasi ekonomi indonesia jalur menyalahkan pemimpin jokowi
1624|negatif| brooo narasinya jaga baper prabowo subtansinya ekonominya salah arah jaee ngerusak arah karuan carut marut eknoomi
1625|netral| silahkan pilih gakbmau digaji harap gaji teilih prabowosandi ambil gaji
1626|netral| terkait ekonomi makro jokowi ngomong besok datanya lihat datanya
1627|negatif| majunya bangsa peradaban busuk ditumpuk lagu dijadikan reference memerintah dikemudian koruptor pensiun mengambil gaji
1629|negatif| menyalahkan ekonomi arah salah presiden jokowi presiden california kali
1630|netral| ekonomi indonesia kesalahan jokowi kali pernyataan
1633|negatif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi adlah salah presidenpresiden jokowi ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
1634|netral| teilih prabowosandi ambil gaji yatim kaum dhu afa
1635|netral| insya allah menyumbangkan gajinya kaum duafa prabowo sandiaga kaya
1636|netral| debat pamungkas capres cawapres pemilu bahas ekonomi kesejahteraan sosial ri ri
1638|negatif| kau dungu otak dipake mendasar dismpaikan prabowo ttng ekonomi nyungsep sembako mahal petani kesusahan lpngan kerja sulit trlalu bxk diperdebatkan ngapain bahas game mobile legend pmbawah mudorat anak bangsa tolol
1640|positif| great closing statement from next indonesian leaders prabowo sandiuno berkomitmen berdua mengambil gaji serupiah amanah
1641|netral| jokowi e sport meubel lejen sandi prabowo fokus swasembada pangan dd ekonomi digital
1643|negatif| berilmu argumen paham hubungan ml ekonomi daya beli persis junjunganmu thanks menghibur argumen tanggapi
1646|negatif| duuuh menyebut kondisi ekonomi indonesia salah arah kesalahan presidenpresiden jokowi
1650|netral| knks dikembankan mengembangkan ekonomi menjadikan indonesia islamic finance dunia
1654|netral| wowo salah salah sby bikin arah ekonomi salah
1660|netral| mempermasalahkan terkait permasalahan ekonomi dihadapi indonesia bowo berdebat capres jokow widodo demokrat out kubu
1662|negatif| orang dijadikan parameter menggeneralisir ketidak berhasil perekonomian keadilan kesehahteraan masyarakat indonesia sungguh naif
1664|netral| jokowi kuliah ekonomi prabowosandi
1666|positif| now please say them that prabowo sandi ambil gaji presiden wapres gajinya disumbangkan kaum dhuafa kerennn bukti beliau wakafkan harta jiwanya nkri
