id|sentimen|clean_tweet
1136|netral|Yg di bahas ekonomi makro ekonomi negara sprti bumn pertambangan export import
1137|positif|Pembagian kesempatan berbicara pak Jokowi Ma aruf Amin ini pas Boleh dibilang apa yg disampaikan mereka itu adalah hal sdh dikuasai betul Soal ekonomi mikro dan makro birokrasi pemerintahan budaya perempuan perbankan syarih eko syariah dll Tdk asbun
1138|netral|Baik berupa kawasan industri kecil baik kawasan ekonomi khusus kawasan ekonomi khusus pariwisata dan berefek pada barang kerajinan desa dan juga kami ingin terus memperjuangkan kemandirian ekonomi desa papar Jokowi
1142|positif|Makasih ya Allah skenario MU begitu Agung Engkau hadirkan jaman cebong utk tunjukan para pengkhianat munafik bangsa kini disaat yg tepat Engkau beri obat nya Prabowo Sandi Pertama kali dlm sejarah Asia Tenggara Presiden menyedekahkan GAJI nya pic twitter com yPk54WbPFh
1143|netral|New post Pengamat Tanggapi Positif Pertumbuhan Ekonomi Era Jokowi Meski Tak Capai Target
1144|negatif|Prabowo lupa kalau ekonomi Indonesia hancur karena suharto menjajah Indonesia 32 th sehingga dilengser kan oleh rakyat Dan prabowo adalah menantu suharto saat itu
1145|positif|saya setuju sama pak Prabowo bahwa kerusakan ekonomi Indonesia ini karena presiden2 sebelumnya termasuk SBY
1147|positif|Kata Prabowo SBY ikut bikin ekonomi Indonesia salah arah Begitu ya Paham saya
1148|negatif|Lo dengar perdebatan seorang presiden RI tadi malam gak Dia menyebut mobile legend game tsb perlu upgrade level gak Lo tau tujuan debat Utk bahas persoalan bangsa ini soal ekonomi itu terkait uang harus ada nilai ekonomis bagi negara bukan utk pembuat aplikasi game
1150|netral|Prabowo Sandi Ingin Bumn Jadi Penyangga Ekonomi Rakyat pic twitter com kF8MCwh47t
1151|netral|Selama 4 5 th saya dgn Pak JK telah berusaha keras berjuang keras dlm rangka mengembalikan watak asli dari pembangunan di negara kita Indonesia yaitu tdk bertumpu d prtmbuhan ekonomi sjtp bertumpu pemerataan krna prtmbuhan ekonomi kata Jokowi memaparkan visi misi pd debat ke 5
1152|netral|Prabowo ingin kejar penghindar pajak TKN Pemimpin harus beri contoh
1154|positif|Infrstruktur sukses BESAR sluruh daerah merasakan keadilan kesejahteraan EKONOMI cukup bagus Keamanan mantep DANA DESA TOP BGET para sindikat pencuri ikan tiarap AMNESTI PAJAK berhasil Prestasi JOKOWI hrs di lanjutkan
1157|netral|Prabowo Bumn Benteng Terakhir Ekonomi Indonesia pic twitter com YeGA4gNyfD
1158|positif|Argumen Jokowi sangat make sense drpd yg satu itu setiap debat kata si A di daerah ini si B di daerah itu ini sangat ketauan yg satu itu tdk paham ekonomi negara Dan skrg minta rakyat milih dia yg hanya paham ekonomi sebatas perusahaan Jgn membodoi warga dgn kata2 ibu ini itu
1160|negatif|Hal hal yang remeh temeh ditanyakan rakyat tidak butuh itu rakyat butuh kesejahteraan Kepastian hukum ekonomi stabil bukan GAME Dari pertanyaan sdh bisa menggambarkan kualitas seseorang sungguh naif dan memalukan
1161|negatif|Dr ini aja kita dah bisa ambil kesimpulan klo ulama jg ustad y itu berbayar dn mulut y disogok smua Cuma jg hrus dong byr gaji karyawan y jgn hny krn ingin jd RI 1 suap orang sana sini smntara bkas karyawan y kelaparan dgn anak istri y Tul g
1162|negatif|JD pejabat itu digaji rakyat amanah rakyat JD jgn nakut2in beramai2 teriak nunjukin pangkat Dan kacak pinggang angkuh betul Giliran Ada yg ganggu pemilu diem percuma teriak kumis tebal Pak
1163|positif|Lah pak prabowo ama sandi dr awal udah kaya Berapa sih gaji ama tunjangan nya setahun Ga ada apa2nya dibandingkan penghasilan dr usaha2 yg mereka punya teko klo dituang bakal ngeluarin isi di dalamnya Klo pikiran lo negatif ya yg keluar juga negatif ky gini
1165|netral|Skak Mat untuk Prabowo Sandi Amburadul Ekonomi Macro Micro memangnya NKRI dihuni segelintir orang
1166|netral|Demokrat Minta Prabowo Hargai Kontribusi Presiden SBY
1169|netral|Ekonom CSIS Fajar B Hirawan menjelaskan faktor eksternal lebih menyebabkan mengapa pertumbuhan ekonomi 6 5 dalam jangka waktu 5 tahun ke depan sulit untuk dicapai pic twitter com jFcs1SUfw1
1170|netral|Capres Joko Widodo Jokowi menekankan pemerataan pembangunan di wilayah Indonesia Lewat pemerataan pembangunan seperti infrastruktur pertumbuhan ekonomi bisa meningkat di tiap wilayah
1171|negatif|Cina butuh 40 tahun bangun ekonominya katanya baru 4 5 tahun dah mau digeser Hiks
1173|netral|Ekonomi Salah Arah Om Wowo Salahkan Presiden Presiden Sebelum
1174|netral|Om Wowo bilang ekonomi salah jalan Dia menyalahkan presiden presiden sebelum
1175|netral|Debat kelima ini akan bertemakan ekonomi dan kesejahteraan sosial keuangan dan investasi serta perdagangan industri Untuk mewujudkannya Jokowi mengaku telah membangun infrastruktur yang tidak hanya di Pulau Jawa
1176|negatif|Pertumbuhan ekonomi itu salah satu indikator keberhasilan pemerintah jangan hanya krn tdk tercapai trs mengabaikannya Coba kalu skrg pertumbuhan ek kita 10 pasti bpk jual buat kampanye Bukankah begitu
1177|netral|Karena pertumbuhan ekonomi tanpa adanya pemerataan adalah sebuah ketimpangan sebut Jokowi
1178|netral|Jokowi vs Sandi Debat Ekonomi Makro dan Mikro Pahami Artinya
1179|netral|Jokowi menyebut pembangunan tidak hanya bertumpu pada pertumbuhan ekonomi saja tetapi juga pemerataan Dia ingin mewujudkan keadilan yang menyeluruh
1180|netral|Jokowi Jawab Kritik Pertumbuhan Ekonomi 5 dan Pamerkan Akuisisi Freeport pic twitter com uelpK8Cxfd
1181|netral|Prabowo Ekonomi RI Salah Arah Karena Salah Presiden Presiden Sebelum Jokowi via
1182|netral|Kegiatan ini diselenggarakan utk yg ke 2 kalinya sejak diluncurkan oleh Presiden 4 April 2018 diselenggarakan dengan tema Implementasi Making Indonesia 4 0 Menuju Indonesia Menjadi Negara 10 Besar Ekonomi Dunia pic twitter com fYZCUVRAhk
1184|netral|Debat Terbuka Sandi Dinilai Kuasai Ekonomi Jokowi Paksa Bicara Digital
1185|positif|Sejujurnya w setuju sih Gimana ya debat terakhir kemarin itu adalah debat capres pertama yang w tonton dan menurutku meskipun pak jokowi ngomongnya e e gitu tp dia tuh ngerti teori semacam ekonomi mikro makro gmn penanganannya dsb Bangga
1186|netral|Detik detik Prabowo Celingak Celinguk Tidak Paham Ekonomi Makro Mikro Simak
1187|netral|Pak Wowo dalam debat mengatakan orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak
1191|netral|Pak Jokowi tetap menghargai Presiden2 sebelumnya berkat mereka muncul Presiden yg nggak banyak bicara terus bekerjasama dg para ahli di kabinetnya maupun ahli yg siap menyumbangkan idenya untuk memajukan Indonesia dan mengajak semua untuk kerja kerja kerja
1195|negatif|PS bolak balik menyinggung soal deindustrialisasi Anehnya dia mengatakan tak ingin menyalahkan Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum Jokowi Jelaskan
1196|positif|Dengan niat yang tulus kami relawan di daerah siap menangkan dan menjadikan moment di sebagai tragedi yang paling berharga bagi bangsa dan Negara
1197|netral|Sering Sebut Emak emak Sebagai Standar Kondisi Ekonomi Sandi Dikepret Jokowi
1198|positif|Masuk akal bagi prabowo sandi karena sandiaga uno ga pernah ambil gaji waktu jadi wakil gubernur
1199|netral|RT GesuriID Era Pemerintahan Jokowi Terjadi Pemerataan Ekonomi
1200|netral|RT TRANS7 Menurut prabowo digital digital itu bagus tapi rakyat kita perlu swasembada pangan dengan harga terjangkau Kita harus turunkan harga pic twitter com 6nbJooGPHc
1201|negatif|Ketika paslon 01 bahas ekonomi makro secara global paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2 Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan Semakin mantap pilih
1203|positif|Semakin mantap pilih Ketika paslon 01 bahas ekonomi makro secara global paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2 Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan
1206|netral|Apa saja kabar menarik dalam sepekan ini Ya kita mulai saja ada soal Jokowi yang kena hoaks lebih banyak permainan di balik harga tiket pesawat dan 4 kabar lainnya
1208|negatif|Iya neh bpk sprtnya kurang sehat Terlihat dr raut wajah Kan keterlaluan gubernurnya masak sampe biarin anak kagak makan kerjaan nye ape tuh Pencitraan mlulu Dibayar rakyat neh Jgn makan gaji buta
1209|negatif|Ini obrolan ngalor ngidul gak jelas blas Apa urusannya Mobile Legends sama ekonomi nasional Mengada ada kejauhan banget bicara industri kreatif seluruh kreasi dan nilai ekonominya kan diekspor lagi keluar Lalu yg dijual Pak Jokowi semalem itu apa
1210|negatif|Heran prabowo bilang mau mau tingkatkan penerimaan pajak kok sandi bilang akan menghapus pajak dr pengusaha kecil ini kok bertolak belakang kebijakan nya Coba deh dengar ulang debat nya masalah pajak itu
1212|netral|Jika Jadi Presiden Wapres Gaji Prabowo Sandi untuk Negara pic twitter com 0le8yEzDDh
1213|positif|Yup nah kalo gini diskusinya enak ya Tambahan dr sy tidak sekadar ukuran ttp juga kualitasnya atau tingkat prioritasnya Misal target pemerataan pembangunan d luar pulau Jawa mgkn mjd prior krn pemerintah ingin menumbuhkan bibit2 pertumbuhan ekonomi yg baru di sana
1215|negatif|Pak wowo sukanya asbun ya istilah jowo Waton njeplak kalo ngomong Ada 16 paket kebijakan ekonomi di era pak Jokowi Ini Pak wowo sering sekali ambil rujukan masa orde baru sih Makanya presiden SBY dll dianggap salah urus negara jua asal main serang aja pic twitter com osCiDRlo96
1217|positif|Mertua saya guru honorer mengabdi dr SMP ke SMA hampir 8 tahun dengan gaji paling besar 450rb Ikhlas saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga semoga setlh pak jd presiden lbh menyantuni para guru honorer
1218|positif|Infrastruktur Bukan untuk Dimakan Tetapi untuk Kedaulatan Pangan Mikir tujuan pembangunan infrastruktur seperti jalan tol pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian
1219|positif|Jika terpilih menjadi Presiden RI maka Gaji nya TIDAK Diambil Diserahkan untuk kepentingan rakyat Masya Allah
1222|negatif|Logika berpikir Andre jeblok Apa krn caleg DKI lantas gak tahu keadaan di lapangan Mikirnya cm bisa selangkah Keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah Sama sj membunuh pabrikan Mau disubsidi Mikir gak klo keuangan negara cukup atau tidak
1223|positif|Tentunya dengan program Jokowi yang sangat pro rakyat seperti Karto Sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya
1224|netral|Ibarat selfy motret diri sendiri Analis Politik Soal Ekonomi Jokowi Kritik Kebijakannya Sendiri
1225|positif|Komitmen inilah yg ditakuti si Jae Prabowo Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji
1227|netral|Jokowi fokuskan APBN APBD difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat
1228|positif|Lebih Baik Tidak Mengambil Gaji Dari Pada Memakan Uang Rakyat Yah Bong Apalagi Jual Beli Jabatan
1232|netral|Tidak Cuma Cek Harga Jokowi Juga Akan Perbaiki Pasar
1235|positif|Dengan pemerataan pembangunan yang dilakukan Jokowi menjadi bukti Jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri pariwisata dan barang kerajinan Untuk memperjuangkan ekonomi Indonesia
1236|negatif|Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot Jokowi mau bikin Halal Park dekat GBK Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar HELLO Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan
1239|netral|Pak prabowo membalikkan pertanyaan pak jokowi tadi dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan Memang dunia digital sedang hype jaman ini namun persoalan mendasar negeri har
1240|netral|Prabowo Sebut Garuda Sulit Untung TKN Pengaruh Harga Avtur
1241|netral|Dengan lugas Jokowi sampaikan visi misinya dalam debat terakhir Jokowi tegaskan akan Mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan
1243|netral|Prabowo Sandi Janji tak Ambil Gaji Jika Terpilih
1244|negatif|Hua ha ha SKAK MAT menghalalkan segala cara untuk rebut kekuasan udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan dasarkampretgila
1245|netral|menuding SBY dibalik semua kesalahan ekonomi Indonesia teguh
1246|positif|Pertumbuhan ekonomi harus diimbangi dengan pemerataan jokowi sekali lagi pic twitter com SGv0Izr459
1248|netral|Prabowo Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji
1250|netral|Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu Paus Fransiskus dr Vatikan dan Donald Trump USA setelah 17 April yg ketiga Prabowo Sandi satu2 nya di Asia
1252|negatif|Emg siapa yg nyuruh makan aspal Ada Trus SBY gaji guru dan honorer d naikan prabowo juga Pdhal peran penting adalah pertanian dan petani buruh tani Guru bisa nyediain beras dan bahan makan yg lain Semua petani klw petani ga sejahtera trs ngambek gmw nanam gmna Km ta
1254|positif|70 Tahun Merdeka harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia Itu dulu satu kalau ku jelaskan banyak yg dilakukan Jokowi
1256|netral|Saat membicarakan pertumbuhan ekonomi capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa Simak kesesuaian pernyataannya di berikut ini pic twitter com lKx8KboZYr
1257|negatif|Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu bagaimana nasib karyawan yg gaji UMR diatas UMR dikit Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif
1258|positif|Jokowi jelas unggul dalam bidang ekonomi tapi kalo hukum payah kata bapak saya
1259|negatif|TEORI MABOK PRABOWO SANDI pangan dibuat MURAH petani dibuat MAKMUR gmn caranya Kalo dibuat MURAH harga beli di petani juga MURAH gmn petani jadi Makmur MAKMUR ALA GEROMBOLAN NGIBUL
1260|netral|Debat Final Pilpres Jokowi Ulas Pemerataan Ekonomi
1261|netral|Debat Pilpres 2019 Jika Terpilih Prabowo Sandi Tak Ambil Gaji
1262|positif|Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah
1264|positif|Buat saya jokowi itu sudah harga mati pantas saja rakyak nya menyukai anda karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini Salam 2 periode dri saya zaenal arip88
1266|negatif|Harga pangan murah catering murah tusuk prabowo sandi haha
1268|negatif|Apaaaaa Gaji di berikan ke rakyat matamu kwi gajinya karyawan Kiani kertas aja yg di tanjung Redeb Berau sampai sekarang gak jelas
1269|positif|mmng lah luar biasa pendukung 02 presiden RI kl di dlm negeri di hina sdngkan orng luar negeri aja bnr bs menghargai presiden jokowi
1271|netral|Sebut Kebijakan Ekonomi Salah Arah Prabowo Protes Gencarnya Pembangunan Infrastruktur pic twitter com X5pdIyxCKQ
1272|netral|menayalahkan bowo menyebut kondisi ekonomi Indonesia yang salah arah karena kesalahan presiden presiden sebelum Jokowi
1274|netral|Prabowo Mau Naikkan Tax Ratio 16 Jokowi Nanti Shock Ekonomi Pak pic twitter com E3Y4TPI1n9
1277|positif|Pak dan Bang niat gak ambil gaji kalo terpilih yg nyinyir langsung pada nararongol Gaji mah kecil tunjangannya gede Sedekah kok dipamerin Kampanye bawa2 agama Amal gak diterima kalo pamer Duh Gusti gini amat hatred nya yak
1281|positif|Sebuah closing statement yg mantap Prabowo Subianto Sandiaga Uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa Masyaa Allah mereka berhati mulia menjadi Presiden dan Wakil Presiden bukan utk mencari dunia Ya Allah Ridhoilah mereka berdua pic twitter com L1SPk4sWu2
1282|netral|Jika terpilih Prabowo Sandi tak akan ambil gaji Insya Allah Prabowo Sandi akan tepati janji
1283|negatif|iya ga ambil gaji kan yg menang pak
1284|positif|Setelah di lantik Prabowo Sandi sudah jadi Macan Asia sebab saat ini tidak ada pemimpin Asia yg tidak di gaji YourTurnBro
1287|positif|Klo Jokowi pasti butuh gaji utk nafkahi kluarga Karena Jokowi haram utak atik APBN Gratif dlsb Beda dgn BOSAN ktnya ga mau gaji yg sdikit itu lantas ngeruk darimana wah KPK hrs kerja keras dong Klo gitu aja deh
1288|negatif|Terimakasih pak 4 5thn ini bapak sudah mampu membuat perekonomian Indonesia MEROKET sampai langit ke7 Malah sekrg roketnya gk balik
1289|netral|Pak menwarkan Program Membina Ekonomi Keluarga Sejahtera Mekaar binaan Permodalan Nasional Madani PNM diluncurkan untuk menaikkan kesejahteraan warga terutama ibu ibu rumah tangga ke tingkat yang lebih atas lagi
1290|netral|Indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia Sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita kata Jokowi di Gelora Bung Karno GBK Jakarta Sabtu 13 4 2019
1292|negatif|pertumbuhan ekonomi di masa pak masih di angka 5 masih belum bisa menyaingi pak sby dari pihak prabowo ternyata benar kita masih banyak impor daripada ekspor
1293|netral|Bukan Jokowi Prabowo Sebut Ekonomi Salah Arah Karena Presiden Presiden Sebelumnya pic twitter com RJvIfP1O9p
1294|netral|Terkait Penyataan Prabowo AHY Minta Tetap Hargai Pemimpin Sebelumnya
1295|netral|menyampaikan bahwa ia bersama pak akan terus mengembangkan ekonomi di desa desa dengan menciptakan program Dewi dewi Desa Wisata Dedi dedi Desa Digital
1296|positif|Kl bicara jujur wajib katakan lbh detail kl arah ekonomi pembangunan NKRI sdh salah dr rezim Soeharto pelihara pengusaha China dgn membunuh pengusaha Pribumi H ning markam karkam Darpo Rahman tamin dll krn percaya bisikan csis
1297|positif|Selama lebih dari empat tahun kepemimpinan Jokowi rakyat telah merasakan banyak manfaat khususnya dalam pembangunan infrastruktur Pembangunan jalan pelabuhan bandara dan bendungan mampu membuka daerah terisolasi sekaligus menggerakan perekonomian nasional
1298|negatif|Dengan Adanya KARTU SEMBAKO MURAH Secara tidak langsung Rezim membenarkan bahwa harga harga bahan pokok saat ini mahal Berarti FIX GAGAL MASIH MAU 2 PERIODE pic twitter com Ltpwfoe7Gy
1300|negatif|Ini masa tenang kok masih sebar Hoax mas akhir SBY itu pertumbuhan ekonomi kita masih 5 02 persen sebelum dibikin anjlok jd 4 persenan di 2015 oleh Jokowi pic twitter com Dfq71jE3kC
1301|negatif|UDAH EKONOMI TIDAK TUMBUH PEMERATAAN SEMAKIN JAUH EEEEE KETIMPANGAN SEMAKIN TINGGI PIYE IKI BOSS BACOT DOANG
1302|positif|Saya kira apa yang disampaikan pak bahwa merubah dan mengembangkan bukan hal yang mudah harus ada tahapan tahapan yang besar untuk mengubah ekonomi negri ini menjadi yang lebih baik lagi
1303|netral|Komitmen Prabowo Sandi Tak Akan Ambil Gaji Serupiah Pun Jika Terpilih lewat
1304|negatif|Yernyata hanya segini otak PRESIDEN RI Pantesan kagak dihargai Bahasnya Mobil Legend Dasar goblock Lo
1305|positif|Anak muda sekarang banyak yang sudah berkecimpung dalam dunia digital maka terus akan memperbaiki sistem ekonomi digital agar lebih baik lagi
1307|negatif|Satu lagi ka prabowo selalu bilang rakyat Indonesia miskin Tapi ko bisa ngasih sumbangan Dan udh tau rakyatnya miskin kenapa Masih diterima smbngannya LOL pendukunya bilang ekonomi susah tapi bisa nyumbang gede ngga sinkron
1308|positif|Mantan mertuanya ga bisa membela diri mbak Tabiat itu susah Sampai kapanpun prabowo ya akan seperti itu Di atas kepentingan kekuasaan maka legacy seorang presiden hanyalah persepsi Dan prabowo tidak akan pernah menghargai hal itu
1309|negatif|Balada kisah antara mobile legend dan kemakmuran rakyat Prabowo digital2 itu bagus tapi rakyat kita butuh swasembada pangan Pangan dalam harga terjangkau Mengembangkan MOBILE LEGEND gokill pic twitter com qWxEnHH4FH
1310|positif|Bpk Presiden Sangat menghargai perbedaan2 Saya salut
1311|netral|Paslon dan beradu gagasan untuk menjamin partisipasi peremuan dalam kegiatan ekonomi Masing masing mengangkat ide soal Dewi Dedi dan 7 Langkah Pas apa itu
1312|positif|Penghargaan tulus seorang suami terhadap istri tercinta Inilah salah satu alasan utama sy memilih Pak Jokowi pada pilpres 2014 dan akan memilihnya lagi pada 17 April 2019 besok
1313|negatif|Kalau ngomongin e sports seharusnya Pak sadar kalau harga build PC mahalnya minta ampun Turunin dollar dulu coba biar anak2 indo gampang dapat pc bagus
1315|netral|Tim prabowo sandi tlg turunkan harga listrik gas lpg bbm air pdam pajak motor pupuk bibit unggul bangun dan perbaiki jalan jalan di daerah daerah rusak di seluruh Indonesia
1316|negatif|Trus kalo ga mau digaji indonesia ini bisa sjahtera gtu Lucu ya lucu
1317|negatif|Pendukung jokowi pasrah terhadap ekonomi rendah karna menguntungkan buat pndukung fanatisme jokowi bukan menguntungkan buat rakyat
1318|negatif|Tapi janji kampanye jokowi yang menurut gua fatal adalah Kartu Sembako Murah Kenapa Banyak kok pernyataan pak jokowi bilang dulu dulu bahwa harga sembako kita murah buktinya impor terus dan klaim tingkat konsumsi masyarakat gak terganggu Like f Terus buat apa bikin kartu
1319|negatif|Saya kecwa sbgai milenial pak Prabowo lemah bicara digital e sport pasar ekonomi IT dia berfikir nya selalu konservatif Padahal dunia IT di depan kita looo pak
1320|negatif|Kalo yg penghasilan 30 ribu perhari itu sudah jelas sangat di perhatikan pemerintah Tapi nyatanya yg gajinya udh cukup masih berkoar koar padahal bantu tetangga yg miskin gak pernah Mikir
1321|positif|Ayo yg smart bantu mengoreksi dan memperbaiki yg sudah berjalan jangan mengolok olok Infrastruktur sudah mulai memadai kedepan jika industrialisasi tercipta smp ke seluruh indo Sy yakin ekonomi indonesia maju pesat Berdampak bagi seluruh indonesia
1322|positif|Yang satu patahana yang satu oposisi Yang satu punya data tapi suka salah nyebut data agar rakyat simpati padahal 0 Suka aku aku apa yang dikerjakan oleh presiden sebelumnya Gak guna bahas E sport ekonomi makro itu berdampak ke mikro prabowo sandi hadir untuk memperbaiki itu
1323|negatif|Pantes ente jadi kampret orang ente GOBLOK Coba ente belajar lagi tanya ke pakar pakar ekonomi tapi kasih pemaparan yg jelas biar ente tau gimana caranya berbisnis
1324|positif|Semoga di periode kedua masa pemerintahan bapak Dan Ada kebijakan utk mensubsidi harga obat2x an berkualitas paten agar banyak rakyat yg sakit seperti saya bisa lekas Sembuh dan bekerja lagi Go 01
1325|positif|Gua juga akui janji janji Pak Prabowo ya terlalu umum gak spesifik Misal janji harga sembako murah nah Ini mekanismenya gimana Dikasih tau gak caranya ke masyarakat Jadi ya utk masyarakat yang oportunis mikirnya Lah apaan ini kagak nyentuh kehidupan gua langsung
1326|positif|Kemenangan indonesia adalah kemenangan prabowo sandy indonesia makmur kedaulatan ekonomi pangan hanya dg TPS Kedaulatan negara hanya dg TPS
1328|netral|adakah yang punya tulisan dari media atau apapun itu medianya yg netral ya bukan media yang pro sana sini mengenai kekuatan dan kelemahan pemerintahan pak jokowi di bidang ekonomi
1329|positif|Isu MURAHAN Salah satu contoh yg menunjukkan minimnya kreativitas kubu 01 Hoax fitnah dan pecah belah terlalu mudah dibuat mentah Sayangnya sy tak tahu HARGA partai sosmed PD berkomitmen di 02 Clean n clear pic twitter com HvcNHvVQe3
1330|negatif|How to repair that shit dude misal kata prabowo saya akan menurunkan harga sembako tapi program nya gak disampaikan tapi liat program jokowi menurunkan harga sembako dengan kartu sembako murah so program siapa yg lebih konkret dan jelas Kalau cuma berkata SAYA AKAN semua bisa
1331|negatif|Sy juga mau mengeluh pak Abdillah sejak presiden Jokowi pacar sy makin tua aja penampilannya Kebijakan pak Jokowi tdk berpihak kepada kami yg lagi pacaran Mudah ok ngOCEh nya pak sandi bisa mengatasi masalah penuaan pacar sy harga kosmetik mahal semua
1333|netral|Mau nanya Kan kulihat Prabowo itu ahli militer dan Sandi ahli ekonomi Boleh ga aku cucuk dua02nya
1334|positif|Perbedaan nya di masa depan adalah kebijakan SBY tinggallah hanya sebuah catatan histori di masa lalu sedangkan Jokowi memberikan legacy ekonomi dan pembangunan untuk generasi2 selanjutnya
1336|positif|Saat ini hanya 2 pemimpn aktif yg tidak mau di gaji Paus Fransiskus dan Donald Trump Inshaa Allah Prabowo Sandi menyusul YourTurnBro
1337|positif|Saya dan saudara saudara saya sebangsa dan setanah air juga bangga MENJADI INDONESIA Negeri indah permai kaya ragam budaya adat istiadat yg dikagumi dunia Harta tak ternilai harganya walau dinilai dengan segunung emas sekalipun
1338|negatif|Trus elo mau nudih2 yg fitnah2 dari pqk yaa woii gak mikir ente hidupi kasih mkn anak binimu fan hidupi kluarga2 ente semua dari gaji uang rakyat krja ente cuma teriak2 demi belain si bosmu tnpa mikir reputasi hasil kerja halal apa haram ente embat
1339|negatif|Haha dungu lu Prabowo mah ikhlas gaji aja diberikan kepada negara bila terpilih
1340|netral|Prabowo Janji Pertumbuhan Ekonomi 8 Rizal Ramli Jelaskan Caranya lewat Cc
1341|negatif|Jokowi jg punya sejarah yg gk bs d hapus Contoh naikin listrik sembako bbm gaji pns cm naik 5 itu pun jelas pilpres 4x ga dtg k acara PBB di sebut sm menterinya presiden grusak grusuk janji membebaskn abubakar ba asyir malah gajd 90 asn jual beli jabatan kasus novel dll
1342|positif|Presiden Jokowi kebijakannya dalam anggaran kue pembangunan ekonomi lebih merata beliau mengurangi subsidi untuk kepentingan ekonomi lain yg lebih fundamental yaitu infrastruktur
1343|netral|Dukung Prabowo Dahlan Iskan Sebut Jokowi Gagal Penuhi Janjinya di Bidang Ekonomi Cc
1344|negatif|Jika di lihat di awal pemerintahan pak sby Tahun 2005 pertumbuhan perekonomian kita mengalami hal yangenggembirakan yaitu naik 5 7 Nah jokowi janji 7 Nyatanya Ini bisa di simpulkan dia asal buat janji Ketika tidak tercapai Alasan ekonomi makro
1346|netral|Prabowo Ekonomi RI Salah Arah Karena Salah Presiden Presiden Sebelum Jokowi
1348|positif|Terlihat jelas dalam debat terakhir Jokowi sangat menguasai jalannya debat dimana beliau tegaskan kepada lawanya tentang ekonomi makro dan mikro
1351|negatif|Ketika seorang presiden menganggap mainan bocah sebagai solusi ekonomi nasional waktu anda habis jokowi
1352|netral|Prabowo Sandiaga Janji Tak Ambil Gaji karena sudah Mampu Secara Ekonomi
1353|positif|Jokowi juga ingin memasukan Digital ekonomi melalui anak anak muda kita yang sudah mengembangkan teknologi dan digabungkan dengan hasil petani pertanian maupun perikanan untuk lebih luas menjual kepada konsumen
1354|positif|Terima kasih pak jokowi pimpin kami satu periode lagi untuk INDONESIA BARTAMBAH MAJU AKU CINTA INDONESIA NKRI PANCASILA harga mati pic twitter com QPA0vzhEeN
1355|negatif|Ngajarin ekonomi mikro dan makro ke raja bisnis Mereka lupa bahwa pak prabowo dan bang sandi pengusaha top
1357|netral|Namun Prabowo justru menilai kondisi tersebut bukan kesalahan Jokowi sebagai Presiden saat ini tapi kesalahan dari Presiden Presiden sebelumnya Debat Capres Prabowo Salahkan Presiden Sebelum Jokowi Terkait Kondisi Ekonomi lewat
1358|positif|Jokowi memperbaiki ekonomi Indonesia Raya si sandi masih bergelut dengan ekonomi Bu Mia beda kelas bangaatt
1359|netral|Ogah Ambil Gaji Presiden Intip Harta Kekayaan Prabowo Sandiaga Besaran Penghasilan RI 1
