id|class|attribute|sentimen|tweet_asli|tweet
1111|ekonomi|pajak|negatif|Masa bayar kan presiden.. Tinggal potong pajak ajakan beres....|bayar presiden tingal potong pajak aja beres
1112|ekonomi|harga|positif|Terharu baca reply nya betapa dihargai dan diapresiasinya pak jokowi sama orang luar|haru baca reply betapa harga apresiasi jokowi orang
1113|ekonomi|ekonomi|negatif|Jika yg dimaksud Prabowo dgn pembangunan ekonomi salah arah, adalah sistem ekonominya, mudah-mudahan Prabowo tidak menginginkan sistem ekonomi yang tertutup ya. Chavez sebagai sebuah cerita mungkin hebat, tp dia membuat Venezuela menderita|prabowo dgn bangun ekonomi salah arah sistem ekonomi mudah mudah prabowo sistem ekonomi tutup chavez cerita hebat venezuela derita
1114|ekonomi|ekonomi|positif|Semoga Pak @jokowi  , di kabinet baru nya nanti memanggil Bapak untuk bertugas membangun ekonomi kita kembali Pak. Orang benar disayang Tuhan. ðŸ™|moga kabinet memangil tugas bangun ekonomi orang sayang tuhan
1115|ekonomi|pertumbuhan|negatif|Tapi bapak sendiri yang bilang dengan optimisme bapak klo pertumbuhan ekonomi 8% itu bukan hal yg sulit. Nyatanya bapak gagal,ekonomi mentok di 5%. Optimisme itu bukan sekedar jargon pak|bilang optimisme tumbuh ekonomi 8 sulit gagal ekonomi mentok 5 optimisme dar jargon
1117|ekonomi|ekonomi|negatif|"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  HYPERLINK "" https://bit.ly/2DgcEp3Â ""  https://bit.ly/2DgcEp3Â  #PrabowoSalahkanSBY"|om wowo sebut salah arah ekonomi indonesia salah presiden presiden hyperlink
1118|ekonomi|harga|netral|"RT Harian_Jogja ""Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦  pic.twitter.com/D3S7TqJpSp"""|hari jogja kecewa demokrat prabowo harga kontribusi sby
1119|ekonomi|ekonomi|netral|Sebut Ibu Mia saat Debat Ekonomi Makro, Sandiaga Disemprot Jokowi  https://amp.suara.com/news/2019/04/13/221059/sebut-ibu-mia-saat-debat-ekonomi-makro-sandiaga-disemprot-jokowi?utm_source=facebook&utm_medium=fpÂ â€¦|mia sat debat ekonomi makro sandiaga semprot jokowi
1120|ekonomi|gaji|netral|Namanya juga jaman modern, gaji ya ditransfer bukan diambil.  Jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji  http://share.babe.news/s/UFbckdNÂ |nama jaman modern gaji transfer ambil pilih prabowo sandi ambil gaji
1122|ekonomi|ekonomi|positif|Basicnya cuma pengusaha. Hnya mencakup perusahaan kecil. Makanya si uno mana paham ekonomi makro ttg pengelolaan negara. Malah di kasih contoh kesusahan ibu2..ngakak gue dengernya|basicnya usaha cakup usah uno paham ekonomi makro pengelolan negara kasih contoh susah ngakak dengernya
1123|ekonomi|ekonomi|positif|17 April Coblos Jokowi-Ma'ruf Untuk mengakhiri hambatan perdagangan, @jokowi mengembalikan tres positif perdagangan antara lain melalui perjanjian kerjasama ekonomi dgn Turki. #JokowiMenangTotalDebat Perdagangan Indonesia meningkat era @jokowi. #01ndonesiaMaju|17 april coblos jokowi ma ruf hambat dagang kembali tres positif dagang janji kerjasama ekonomi dgn turki dagang indonesia tingkat era
1124|ekonomi|ekonomi|netral|Pemerataan tersebut, kata Jokowi, juga mampu mendorong perekonomian di daerah. Ia memberi contoh adanya barang yang diproduksi oleh masyarakat sekitar.|merat jokowi dorong ekonomi daerah contoh barang produksi masyarakat
1125|ekonomi|pekerjaan|negatif|Udalah otak Lo udah dibodohi oleh perusahaan game, mrk yg dapat keuntungan besar bukan Indonesia, jadi gamers bkn lah sebuah pekerjaan, game cm sekedar hiburan tak ada penghasilan ekonomis dr game, hanya presiden bodoh yg bilang game bisa menambah pendapatan negara|uda otak udah bodoh usah game mrk untung indonesia gamers bkn pekerjan game dar hibur hasil ekonomis game presiden bodoh bilang game tambah dapat negara
1126|ekonomi|harga|positif|Pancasila harga mati bravo pak presiden @jokowi  pic.twitter.com/knQYLidaeC|pancasila harga mati bravo presiden
1127|ekonomi|harga|netral|Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/URQioNm6tC|kecewa demokrat prabowo harga kontribusi sby
1128|ekonomi|ekonomi|negatif|Basicnya pengusaha memang blum mampu menangani ekonomi makro. Makanya jabawan dr si uno begitu2 saja. Sampe jokowi kesal|basicnya usaha tangan ekonomi makro jabawan uno sampe jokowi kesal
1129|ekonomi|ekonomi|netral|Ekonomi Indonesia merosot!!! Kata Prabowo #bukansalahbapak|ekonomi indonesia merosot prabowo
1130|ekonomi|ekonomi|netral|Pernyataan Penutup: Jokowi-Ma'ruf Sebut Jangan Kufur Nikmat, Prabowo-Sandi Tak Ambil Gaji  http://dlvr.it/R2n40vÂ |pernyatan tutup jokowi ma ruf kufur nikmat prabowo sandi ambil gaji
1131|ekonomi|ekonomi|netral|Ekonomi Indonesia sejak dulu sudah amburadul, kata Prabowo. #bukansalahbapak pic.twitter.com/AEyCTJ2QUZ|ekonomi indonesia amburadul prabowo
1132|ekonomi|gaji|positif|Semoga gaji guru madrasah bisa tersejahtrakan..semoga prabowo-sandi jadi presiden dan wakil presiden Republik Indonesia ini..aammiin|moga gaji guru madrasah tersejahtrakan moga prabowo sandi presiden wakil presiden republik indonesia amin
1133|ekonomi|harga|positif|akutuh kasihan ngelihat pak jokowi udah berumur, tapi masih ttp trsnyum disaat org2 ngebenci dia:( diluar dia jadi capres, ak ttp ngehargai usaha bapa selama jd presiden. bapa org yg kuat, yg tabah, yg sabar akan hinaan2 rakyatnya sendiri:( kdg suka nangis deh klo ngeliat bapa|akutuh kasihan ngelihat jokowi udah umur trsnyum sat ngebenci luar capres ngehargai usaha presiden kuat tabah sabar hinan rakyat kdg suka nang ngeliat
1135|ekonomi|ekonomi|negatif|Aku mau bertanya kenapa pak Prabowo gak bisa jawab sendiri tentang pentingnya e-sport bagi perekonomian Indonesia?|prabowo gak e sport ekonomi indonesia
1136|ekonomi|ekonomi|netral|Yg di bahas ekonomi makro,ekonomi negara sprti bumn, pertambangan, export, import.|bahas ekonomi makro ekonomi negara bumn tambang export import
1137|ekonomi|ekonomi|positif|Pembagian kesempatan berbicara pak Jokowi & Ma'aruf Amin ini pas. Boleh dibilang, apa yg disampaikan mereka itu adalah hal sdh dikuasai betul. Soal ekonomi mikro dan makro, birokrasi, pemerintahan, budaya, perempuan, perbankan syarih, eko syariah, dll. Tdk asbun. #JokowiAmin|bagi sempat bicara jokowi ma aruf amin pas bilang asai ekonomi mikro makro birokrasi perintah budaya perempuan perban syarih eko syariah asbun
1138|ekonomi|ekonomi|netral|"Baik berupa kawasan industri kecil baik kawasan ekonomi khusus, kawasan ekonomi khusus pariwisata dan berefek pada barang kerajinan desa dan juga kami ingin terus memperjuangkan kemandirian ekonomi desa,"" papar Jokowi."|kawasan industri kawasan ekonomi khusus kawasan ekonomi khusus pariwisata efek barang rajin desa juang mandiri ekonomi desa papar jokowi
1142|ekonomi|ekonomi|positif|Makasih ya Allah.. skenario MU begitu Agung. Engkau hadirkan jaman cebong utk tunjukan para pengkhianat & munafik bangsa. kini disaat yg tepat Engkau beri obat nya. Prabowo Sandi ,Pertama kali dlm sejarah Asia Tenggara, Presiden menyedekahkan GAJI nya.   #17April2019PeoplePower pic.twitter.com/yPk54WbPFh|makasih alah skenario agung engkau hadir jaman cebong utk tunjuk khianat munafik bangsa sat engkau obat prabowo sandi kali sejarah asia tengara presiden sedekah gaji
1143|ekonomi|pertumbuhan|netral|New post: Pengamat Tanggapi Positif Pertumbuhan Ekonomi Era Jokowi, Meski Tak Capai Target  http://www.inibalikpapan.com/pengamat-tanggapi-positif-pertumbuhan-ekonomi-era-jokowi-meski-tak-capai-target/Â â€¦|post amat tangap positif tumbuh ekonomi era jokowi capai target
1144|ekonomi|ekonomi|negatif|Prabowo lupa kalau ekonomi Indonesia hancur karena suharto menjajah Indonesia 32 th sehingga dilengser kan oleh rakyat. Dan prabowo adalah menantu suharto saat itu|prabowo lupa ekonomi indonesia hancur suharto jajah indonesia 32 sehinga lengser rakyat prabowo menantu suharto sat
1145|ekonomi|ekonomi|positif|saya setuju sama pak Prabowo bahwa kerusakan ekonomi Indonesia ini karena presiden2 sebelumnya. termasuk SBY. @AgusYudhoyono|tuju prabowo rusa ekonomi indonesia presiden sby
1147|ekonomi|ekonomi|positif|Kata Prabowo, SBY ikut bikin ekonomi Indonesia salah arah. Begitu ya. Paham saya.|prabowo sby bikin ekonomi indonesia salah arah paham
1148|ekonomi|ekonomi|negatif|Lo dengar perdebatan seorang presiden RI tadi malam gak? Dia menyebut mobile legend, game tsb perlu upgrade level gak? Lo tau tujuan debat? Utk bahas  persoalan bangsa ini, soal ekonomi itu terkait uang, harus ada nilai ekonomis bagi negara bukan utk pembuat aplikasi game|dengar debat presiden ri malam gak sebut mobile legend game upgrade level gak tau tuju debat utk bahas bangsa ekonomi kait uang nilai ekonomis negara utk buat aplikasi game
1150|ekonomi|ekonomi|netral|Prabowo-Sandi Ingin Bumn Jadi Penyangga Ekonomi Rakyat #debatkelima #debatterakhircapres2019  https://gerbang.co.id/prabowo-sandi-ingin-bumn-jadi-penyangga-ekonomi-rakyat/Â â€¦ pic.twitter.com/kF8MCwh47t|prabowo sandi bumn sanga ekonomi rakyat
1151|ekonomi|ekonomi|netral|Selama 4,5 th saya dgn Pak JK telah berusaha keras berjuang keras dlm rangka mengembalikan watak asli dari pembangunan di negara kita Indonesia yaitu tdk bertumpu d prtmbuhan ekonomi sjtp bertumpu pemerataan krna prtmbuhan ekonomi, kata Jokowi memaparkan visi-misi pd debat ke-5|4 5 dgn jk usaha keras juang keras rangka kembali watak asli bangun negara indonesia tumpu prtmbuhan ekonomi sjtp tumpu merat prtmbuhan ekonomi jokowi papar visi misi debat 5
1152|ekonomi|pajak|netral|Prabowo ingin kejar penghindar pajak, TKN: Pemimpin harus beri contoh  http://bit.ly/2DbRE2FÂ |prabowo kejar hindar pajak tkn pimpin contoh
1154|ekonomi|kesejahteraan|positif|Infrstruktur sukses BESAR, sluruh daerah merasakan keadilan & kesejahteraan, EKONOMI cukup bagus, Keamanan mantep, DANA DESA TOP BGET, para sindikat pencuri ikan tiarap, AMNESTI PAJAK berhasil,Prestasi JOKOWI hrs di lanjutkan, #JokowiLagi #PrabowoSalahkanSBY|infrstruktur sukses sluruh daerah rasa adil kesejahteran ekonomi bagus aman mantep dana desa top bget sindikat curi ikan tiarap amnesti pajak hasil prestasi jokowi lanjut
1157|ekonomi|ekonomi|netral|Prabowo: Bumn Benteng Terakhir Ekonomi Indonesia  https://gerbang.co.id/prabowo-bumn-benteng-terakhir-ekonomi-indonesia/Â â€¦ pic.twitter.com/YeGA4gNyfD|prabowo bumn benteng ekonomi indonesia
1158|ekonomi|ekonomi|positif|Argumen Jokowi sangat make sense drpd yg satu itu setiap debat kata si A di daerah ini si B di daerah itu, ini sangat ketauan yg satu itu tdk paham ekonomi negara. Dan skrg minta rakyat milih dia yg hanya paham ekonomi sebatas perusahaan. Jgn membodoi warga dgn kata2 ibu ini itu.|argumen jokowi make sense drpd debat daerah daerah tau paham ekonomi negara skrg rakyat milih paham ekonomi batas usah membodoi warga dgn
1160|ekonomi|kesejahteraan|negatif|Hal hal yang remeh temeh ditanyakan..rakyat tidak butuh itu..rakyat butuh kesejahteraan.. Kepastian hukum..ekonomi stabil..bukan GAME... Dari pertanyaan sdh bisa menggambarkan kualitas seseorang...sungguh naif dan memalukan.|remeh temeh rakyat butuh rakyat butuh kesejahteran pasti hukum ekonomi stabil game pertanyan ambar kualitas sunguh naif malu
1161|ekonomi|gaji|negatif|"Dr ini aja kita"" dah bisa ambil kesimpulan klo ulama"" jg ustad"" y itu berbayar dn mulut y disogok smua. Cuma @prabowo jg hrus dong byr gaji"" karyawan y,jgn hny krn ingin jd RI 1 suap orang sana sini, smntara bkas karyawan y kelaparan dgn anak istri y. Tul g @Fahrihamzah @fadlizon"|dah ambil simpul ulama ustad bayar mulut sogok smua hrus byr gaji karyawan ri 1 suap orang smntara bkas karyawan lapar dgn anak istri tul
1162|ekonomi|gaji|negatif|JD pejabat itu digaji rakyat, amanah rakyat, JD jgn nakut2in beramai2 teriak nunjukin pangkat Dan kacak pinggang, angkuh betul! Giliran Ada yg ganggu pemilu diem, percuma teriak, kumis tebal Pak....|jabat gaji rakyat amanah rakyat nakutin ama teriak nunjukin pangkat kacak pingang angkuh gilir gangu milu diem teriak kumis tebal
1163|ekonomi|penghasilan|positif|Lah pak prabowo ama sandi dr awal udah kaya... Berapa sih gaji ama tunjangan nya setahun.... Ga ada apa2nya dibandingkan penghasilan dr usaha2 yg mereka punya....teko klo dituang bakal ngeluarin isi di dalamnya... Klo pikiran lo negatif ya yg keluar juga negatif ky gini|prabowo sandi udah kaya gaji tunjang tahun ga apa banding hasil usaha teko tuang ngeluarin isi dalam pikir negatif negatif gin
1165|ekonomi|ekonomi|netral|Skak Mat untuk Prabowo - Sandi  Amburadul Ekonomi Macro - Micro memangnya NKRI dihuni segelintir orang  https://www.facebook.com/KASTAONE/posts/2362981890399549Â â€¦|skak mat prabowo sandi amburadul ekonomi macro micro memang nkri huni gelintir orang
1166|ekonomi|ekonomi|netral|Demokrat Minta Prabowo Hargai Kontribusi Presiden SBY  http://bit.ly/2X9aSxxÂ |demokrat prabowo harga kontribusi presiden sby
1169|ekonomi|pertumbuhan|netral|Ekonom CSIS Fajar B Hirawan menjelaskan faktor eksternal lebih menyebabkan mengapa pertumbuhan ekonomi 6,5% dalam jangka waktu 5 tahun ke depan sulit untuk dicapai  #HoaxSandiaga #SandiwaraUno #JokowiMenangTotalDebat #salamsatujempol #prabowo #debatpilpres2019 #prabowosandi2019 pic.twitter.com/jFcs1SUfw1|ekonom csis fajar hirawan faktor eksternal sebab tumbuh ekonomi 6 5 jangka 5 sulit capai
1170|ekonomi|pertumbuhan|netral|Capres Joko Widodo (Jokowi) menekankan pemerataan pembangunan di wilayah Indonesia. Lewat pemerataan pembangunan seperti infrastruktur, pertumbuhan ekonomi bisa meningkat di tiap wilayah.|capres joko widodo jokowi tekan merat bangun wilayah indonesia merat bangun infrastruktur tumbuh ekonomi tingkat wilayah
1171|ekonomi|ekonomi|negatif|Cina butuh 40 tahun bangun ekonominya katanya ... @jokowi baru 4.5 tahun dah mau digeser !!! Hiks|cina butuh 40 bangun ekonomi 4 5 dah geser hiks
1173|ekonomi|ekonomi|netral| https://bit.ly/2XaxtdaÂ   Ekonomi Salah Arah, Om Wowo Salahkan Presiden-Presiden Sebelum @jokowi #PrabowoSalahkanSBY|ekonomi salah arah om wowo salah presiden presiden
1174|ekonomi|ekonomi|netral|Om Wowo bilang, ekonomi salah jalan. Dia menyalahkan presiden-presiden sebelum @jokowi #PrabowoSalahkanSBY|om wowo bilang ekonomi salah jalan salah presiden presiden
1175|ekonomi|kesejahteraan|netral|Debat kelima ini akan bertemakan ekonomi dan kesejahteraan sosial, keuangan dan investasi, serta perdagangan industri. Untuk mewujudkannya, Jokowi mengaku telah membangun infrastruktur yang tidak hanya di Pulau Jawa.|debat tema ekonomi kesejahteran sosial uang investasi dagang industri mewujudkanya jokowi aku bangun infrastruktur pulau jawa
1176|ekonomi|pertumbuhan|negatif|Pertumbuhan ekonomi itu salah satu indikator keberhasilan pemerintah, jangan hanya krn tdk tercapai trs mengabaikannya. Coba kalu skrg pertumbuhan ek kita 10% pasti bpk jual buat kampanye. Bukankah begitu?|tumbuh ekonomi salah indikator hasil perintah capai mengabaikanya coba kalu skrg tumbuh ek 10 jual kampanye
1177|ekonomi|pertumbuhan|netral|Karena pertumbuhan ekonomi tanpa adanya pemerataan adalah sebuah ketimpangan, sebut Jokowi.|tumbuh ekonomi merat timpang jokowi
1178|ekonomi|ekonomi|netral|Jokowi vs Sandi Debat Ekonomi Makro dan Mikro, Pahami Artinya   http://bit.ly/2KBgIGCÂ |jokowi vs sandi debat ekonomi makro mikro paham
1179|ekonomi|pertumbuhan|netral|Jokowi menyebut pembangunan tidak hanya bertumpu pada pertumbuhan ekonomi saja tetapi juga pemerataan. Dia ingin mewujudkan keadilan yang menyeluruh.|jokowi sebut bangun tumpu tumbuh ekonomi merat wujud adil
1180|ekonomi|pertumbuhan|netral|Jokowi Jawab Kritik Pertumbuhan Ekonomi 5% dan Pamerkan AkuisisiÂ Freeport  https://bhinnekanusantara.id/jokowi-jawab-kritik-pertumbuhan-ekonomi-5-dan-pamerkan-akuisisi-freeport/Â â€¦ pic.twitter.com/uelpK8Cxfd|jokowi kritik tumbuh ekonomi 5 pamer akuisisi freport
1181|ekonomi|ekonomi|netral|Prabowo : Ekonomi RI Salah Arah, Karena Salah Presiden-Presiden Sebelum Jokowi:  http://metrobali.com/prabowo-ekonomi-ri-salah-arah-karena-salah-presiden-presiden-sebelum-jokowi/Â â€¦ via @metrobali|prabowo ekonomi ri salah arah salah presiden presiden jokowi via
1182|ekonomi|ekonomi|netral|"Kegiatan ini diselenggarakan utk yg ke 2 kalinya, sejak diluncurkan oleh Presiden @jokowi, 4 April 2018. #IIS2019 diselenggarakan dengan tema ""Implementasi Making Indonesia 4.0 Menuju Indonesia Menjadi Negara 10 Besar Ekonomi Duniaâ€,   #Industri4.0 #IIS2019 pic.twitter.com/fYZCUVRAhk"|giat diselengarakan utk 2 kali luncur presiden 4 april 2018 diselengarakan tema implementasi making indonesia 4 0 indonesia negara 10 ekonomi dunia
1184|ekonomi|ekonomi|netral|Debat Terbuka: Sandi Dinilai Kuasai Ekonomi, Jokowi Paksa Bicara Digital  https://news.detik.com/berita/d-4509599/debat-terbuka-sandi-dinilai-kuasai-ekonomi-jokowi-paksa-bicara-digitalÂ â€¦|debat buka sandi nilai kuasa ekonomi jokowi paksa bicara digital
1185|ekonomi|ekonomi|positif|Sejujurnya w setuju sih. Gimana ya, debat terakhir kemarin itu adalah debat capres pertama yang w tonton, dan menurutku, meskipun pak jokowi ngomongnya e e gitu tp dia tuh ngerti teori semacam ekonomi mikro makro gmn penanganannya dsb. Bangga!  https://twitter.com/snpftk/status/1117079444647059456Â â€¦|jujur tuju gimana debat kemarin debat capres tonton turut jokowi ngomongnya e e gitu ngerti teori ekonomi mikro makro penangananya dsb banga
1186|ekonomi|ekonomi|netral|Detik-detik Prabowo Celingak Celinguk Tidak Paham Ekonomi Makro & Mikro, Simak!  https://www.kitaberita.com/2019/04/detik-detik-prabowo-celingak-celinguk.htmlÂ â€¦|detik detik prabowo cingak celinguk paham ekonomi makro mikro simak
1187|ekonomi|ekonomi|netral|Pak Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY|wowo debat orientasi ekonomi indonesia jalur akibat ulah presiden
1191|ekonomi|harga|netral|Pak Jokowi tetap menghargai Presiden2 sebelumnya, berkat mereka muncul Presiden yg nggak banyak bicara terus bekerjasama dg para ahli di kabinetnya maupun ahli yg siap menyumbangkan idenya untuk memajukan Indonesia, dan mengajak semua untuk kerja, kerja, kerja  https://twitter.com/yusuf_dumdum/status/1117070173729509382Â â€¦|jokowi harga presiden berkat muncul presiden bicara bekerjasama ahli kabinet ahli sumbang ide maju indonesia ajak kerja kerja kerja
1195|ekonomi|ekonomi|negatif|#PrabowoSalahkanSBY  https://bit.ly/2Za6qjLÂ . PS bolak-balik menyinggung soal deindustrialisasi. Anehnya, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum Jokowi. Jelaskan?|ps bolak menyingung deindustrialisasi aneh salah salah arah bangun ekonomi indonesia lepas andil presiden jokowi
1196|ekonomi|harga|positif|Dengan niat yang tulus kami relawan di daerah siap menangkan @Jokowi dan menjadikan moment di #MulaiPutihkanGBK sebagai tragedi yang paling berharga bagi bangsa dan Negara. #2019BaliJOIN #2019TetapJokowi|niat tulus rawan daerah menang jadi moment tragedi harga bangsa negara
1197|ekonomi|ekonomi|netral|Sering Sebut Emak-emak Sebagai Standar Kondisi Ekonomi, Sandi Dikepret Jokowi  http://akurat.co/ekonomi/id-590422-read-sering-sebut-emakemak-sebagai-standar-kondisi-ekonomi-sandi-dikepret-jokowiÂ â€¦|emak emak standar kondisi ekonomi sandi kepret jokowi
1198|ekonomi|gaji|positif|Masuk akal bagi prabowo sandi karena sandiaga uno ga pernah ambil gaji waktu jadi wakil gubernur|masuk akal prabowo sandi sandiaga uno ga ambil gaji wakil gubernur
1199|ekonomi|ekonomi|netral|"RT GesuriID ""Era Pemerintahan Jokowi Terjadi Pemerataan Ekonomi   https://www.gesuri.id/pemilu/era-pemerintahan-jokowi-terjadi-pemerataan-ekonomi-b1WexZjhzÂ â€¦ #pdiperjuangan"""|gesurid era perintah jokowi merat ekonomi
1200|ekonomi|harga|netral|"RT TRANS7 ""Menurut prabowo ""digital-digital itu bagus, tapi rakyat kita perlu swasembada pangan dengan harga terjangkau. Kita harus turunkan harga"". #DebatPilpres2019diTrans7  pic.twitter.com/6nbJooGPHc"""|trans prabowo digital digital bagus rakyat swasembada pangan harga jangkau turun harga
1201|ekonomi|ekonomi|negatif|Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi.|paslon 01 bahas ekonomi makro global paslon 02 anak bayi ngerti lihat ajar utk paham pernyatan mantap pilih
1203|ekonomi|ekonomi|positif|Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.  #PrabowoSalahkanSBY|mantap pilih paslon 01 bahas ekonomi makro global paslon 02 anak bayi ngerti lihat ajar utk paham pernyatan
1206|ekonomi|harga|netral|Apa saja kabar menarik dalam sepekan ini? Ya kita mulai saja: ada soal Jokowi yang kena hoaks lebih banyak, permainan di balik harga tiket pesawat, dan 4 kabar lainnya. #RingkasanSepekan https://beritagar.id/artikel/berita/6-kabar-terpopuler-sepekan-terakhirÂ â€¦|kabar tarik pek jokowi kena hoaks main harga tiket pesawat 4 kabar lai
1208|ekonomi|gaji|negatif|Iya neh, bpk sprtnya kurang sehat. Terlihat dr raut wajah.. Kan keterlaluan gubernurnya masak sampe biarin anak kagak makan, kerjaan nye ape tuh. Pencitraan mlulu. Dibayar rakyat neh.. Jgn makan gaji buta.|iya sprtnya sehat raut wajah gubernur masak sampe biarin anak kagak makan kerjan nye pencitran mlulu bayar rakyat makan gaji buta
1209|ekonomi|ekonomi|negatif|Ini obrolan ngalor ngidul gak jelas blas. Apa urusannya Mobile Legends sama ekonomi nasional?   Mengada ada kejauhan banget bicara industri kreatif - seluruh kreasi dan nilai ekonominya kan diekspor lagi keluar?   Lalu yg dijual Pak Jokowi semalem itu apa?  https://twitter.com/SilasSihot/status/1117317575795306497Â â€¦|obrol ngalor ngidul gak blas urusanya mobile legends ekonomi nasional ada jauh banget bicara industri kreatif kreasi nilai ekonomi ekspor jual jokowi semalem
1210|ekonomi|pajak|negatif|@nahdlatululama Heran , prabowo bilang mau mau tingkatkan penerimaan pajak , kok sandi bilang akan menghapus pajak dr pengusaha kecil .. ini kok bertolak belakang kebijakan nya ? Coba deh dengar ulang debat nya masalah pajak itu.|heran prabowo bilang tingkat rim pajak sandi bilang hapus pajak usaha tolak bijak coba dengar ulang debat pajak
1212|ekonomi|ekonomi|netral|Jika Jadi Presiden-Wapres, Gaji Prabowo-Sandi untuk Negara  http://dlvr.it/R2n0y6Â  pic.twitter.com/0le8yEzDDh|presiden wapres gaji prabowo sandi negara
1213|ekonomi|pertumbuhan|positif|Yup, nah kalo gini diskusinya enak ya. Tambahan dr sy tidak sekadar ukuran ttp juga kualitasnya atau tingkat prioritasnya. Misal, target pemerataan pembangunan d luar pulau Jawa mgkn mjd prior krn pemerintah ingin menumbuhkan bibit2 pertumbuhan ekonomi yg baru di sana.|yup gin diskusi enak tambah ukur kualitas tingkat prioritas target merat bangun pulau jawa mgkn mjd prior perintah tumbuh bibit tumbuh ekonomi
1215|ekonomi|ekonomi|negatif|Pak wowo sukanya asbun ya..istilah jowo..Waton njeplak kalo ngomong. Ada 16 paket kebijakan ekonomi di era pak Jokowi. Ini Pak wowo sering sekali ambil rujukan masa orde baru sih. Makanya presiden SBY dll dianggap salah urus negara jua,asal main serang aja..@hariadhi @wangdendo pic.twitter.com/osCiDRlo96|wowo suka asbun istilah jowo waton njeplak ngomong 16 paket bijak ekonomi era jokowi wowo ambil rujuk orde presiden sby diangap salah urus negara jua main serang
1217|ekonomi|gaji|positif|Mertua saya, guru honorer mengabdi dr SMP ke SMA hampir 8 tahun, dengan gaji paling besar 450rb. Ikhlas, saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga, semoga setlh pak @prabowo  jd presiden lbh menyantuni para guru honorer,|mertua guru honorer abdi smp sma 8 gaji rb ikhlas saking suka profesi anak bungsu rela momong tetanga moga setlh presiden lbh santun guru honorer
1218|ekonomi|ekonomi|positif|Infrastruktur Bukan untuk Dimakan, Tetapi untuk Kedaulatan Pangan, Mikir! tujuan pembangunan infrastruktur seperti jalan tol,  pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian https://twitter.com/jokowi/status/1117317174572359680?s=19Â â€¦|infrastruktur makan daulat pangan mikir tuju bangun infrastruktur jalan tol labuh bandara konektivitas masyarakat cepat roda ekonomi
1219|ekonomi|ekonomi|positif|Jika @prabowo @sandiuno terpilih menjadi Presiden RI maka Gaji nya TIDAK Diambil Diserahkan untuk kepentingan rakyat  Masya Allah   #2019GantiPresiden #TPSTusukPrabowoSandi #17AprilCoblosPrabowoSandi https://twitter.com/sandiuno/status/1117085176545157121Â â€¦|pilih presiden ri gaji ambil serah penting rakyat masya alah
1222|ekonomi|harga|negatif|Logika berpikir Andre jeblok !. Apa krn caleg DKI lantas gak tahu keadaan di lapangan ? Mikirnya cm bisa selangkah ! Keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah. Sama sj membunuh pabrikan. Mau disubsidi ? Mikir gak klo keuangan negara cukup atau tidak ?|logika pikir andre jeblok caleg dki lantas gak adan lapang mikirnya selang adan ekonomi dunia serba sulit ngotot harga pupuk murah bunuh pabrikan subsidi mikir gak uang negara
1223|ekonomi|harga|positif|#JokowiMenangTotalDebat Tentunya dengan program Jokowi yang sangat pro rakyat seperti Karto Sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya.|program jokowi pro rakyat karto sembako beli harga murah sehinga tingkat kesejahteran keluarga
1224|ekonomi|ekonomi|netral|Ibarat selfy, motret diri sendiri.  Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  https://www.gelora.co/2019/04/analis-politik-soal-ekonomi-jokowi.htmlÂ â€¦|selfy motret analis politik ekonomi jokowi kritik kebijakanya
